simple_sentence,truth_value
"Russia, Ukraine hold military drills, NATO criticises Russian troop build-up, article with video .
",meter-true
"Biden administration proceeding with $23 billion weapon sales to UAE, article with gallery .
",meter-true
"Countdown to ‘catastrophe:’ Inside Europe’s fight for COVID shots, article with video .
",meter-true
"China sharpens language, warns Taiwan that independence ‘means war’, article with video .
",meter-true
"North Korea Launches a Ballistic Missile, South Korea Says.Flight data suggested that the missile launched Sunday was less powerful than the last one the North tested , , four weeks ago . the North tested , , four weeks ago . .
",meter-true
"‘Saturday Night Live’ Pays Tribute to Ukraine.This week ’ s episode  hosted by John Mulaney  began not by a Ukrainian chorus . This week ’ s episode  hosted by John Mulaney  began with a comedy sketch by a Ukrainian chorus . This week ’ s episode  hosted by John Mulaney  began with a performance by a Ukrainian chorus . .
",meter-true
"Why the Chinese Internet Is Cheering Russia’s Invasion.As the world overwhelmingly condemns the assault on Ukraine  online opinion in China is mostly pro-Russia . As the world overwhelmingly condemns the assault on Ukraine  online opinion in China is pro-war . As the world overwhelmingly condemns the assault on Ukraine  online opinion in China is pro-Putin . .
",meter-true
"Putin vs. Democracy.Democracy is  on the decline worldwide . Vladimir Putin is  a big factor. . .
",meter-true
" .
",meter-true
"What’s Going On in This Picture?| Feb. 28, 2022.Look closely at this image  stripped of its caption  . Join the moderated conversation about what you see . Join the moderated conversation about what other students see . .
",meter-true
"Russia’s invasion prompts Germany to beef up military funding.. Chancellor Olaf Scholz announced a major increase to Germany’s defense budget, a shift in longstanding policy..
",meter-true
"Britain ’ s top diplomat says she would support people going to fight for Ukraine .. Britain ’ s foreign secretary said people should “ absolutely ” go to Ukraine . Britain ’ s top diplomat says she would support people going to fight . Britain ’ s top diplomat says she would support people going to “ if that is what they want do to . Britain ’ s top diplomat says she would support people going to . . Britain ’ s top diplomat says she would support people going to ” . 
",meter-true
"Ukraine Invasion Tests the Ties That Bind Putin. Xi. . The two autocrats have brought their countries closer together than ever.But for China, the costs of Russia’s adventurism could be high..
",meter-true
"We Are All Living in Vladimir Putin’s World Now.It ’  s shaped by historical resentments . It ’  great power politics . And it’s going to be ugly..
",meter-true
"This War Is Not in My Name.Vladimir Putin abuses my language.Steals it to pretend he is defending the rights of Russian speakers..
",meter-true
"U.S. deflects Putin’s nuclear alert as another effort at escalation..Both countries have various levels of alert  s wording would be implemented by Russian nuclear forces . It was  unclear how Putin ’  s wording would be implemented by Russian nuclear forces . .
",meter-true
"Russia’s Invasion of Ukraine: A Forum for Young People to React.We invite teenagers to share what they have felt . We invite teenagers to share what they have discussed . We invite teenagers to share what they have wondered in the days since Russia attacked Ukraine . .
",meter-true
"William P. Barr’s Memoir Is Part Lawyerly Defense, Part Culture-War Diatribe.In “ One Damn Thing After Another  ” the former attorney general suggests that Republicans move past Donald Trump . In “ One Damn Thing After Another  ” the former attorney general suggests that Republicans move past his “ madcap rhetoric  ” . In “ One Damn Thing After Another  ” the former attorney general suggests that Republicans saves his harshest words for the former president ’ s critics . .
",meter-true
"Once Sleepy Ukrainian Villages Mobilize for War . Once Picturesque Ukrainian Villages Mobilize for War . While Russian assaults on Ukrainian cities have drawn most of the attention in the war’s early days, civilians in country towns have joined the fight, putting aside the routines of daily village life..
",meter-true
"Review: Upended by Global Conflict, the Vienna Philharmonic Plays On.Yannick Nézet-Séguin picked up the baton at Carnegie Hall, after a conductor with ties to Vladimir Putin was dropped amid Russia’s invasion of Ukraine..
",meter-true
"How the American Right Stopped Worrying   Learned to Love Russia . The American right has changed course since the Cold War..
",meter-true
"Your Monday Briefing: Ukraine Agrees to Talks. Plus new research into the pandemic ’ s origins.  Plus new research into the pandemic ’ North Korea ’ s latest missile test.  Plus new research into the pandemic ’ . .
",meter-true
"Ukraine War Forces Hungary’s Orban Into Political Contortions.The pro-Russia Hungarian prime minister looms . The pro-Russia Hungarian denounced any sanctions against Russia just weeks ago . The pro-Russia Hungarian has been forced to reverse himself as an election looms . Anti-immigrant Hungarian prime minister looms . Anti-immigrant Hungarian denounced any sanctions against Russia just weeks ago . Anti-immigrant Hungarian has been forced to reverse himself as an election looms . .
",meter-true
"Ukrainians in Britain Take Up the Cause Back Home.Whether vowing to kill Russians  Ukrainian citizens are too impatient to sit idly by . Offering medical supplies  Ukrainian citizens are too impatient to sit idly by . .
",meter-true
"‘I’m a Soldier Now.’ Even in Untouched Villages, Ukrainians Prepare to Fight.In cities towns in Central Ukraine that have not yet heard the boom of Russian artillery fire  residents spent  the weekend preparing furiously for the possibly of an attack . .
",meter-true
"War in Ukraine Forces Israel Into a Delicate Balancing Act.Israel is a strong ally of the United States. Its leaders have a good relationship with Volodymyr Zelensky  Ukraine ’ s Jewish president. . But Israel also doesn’t want to provoke Russia..
",meter-true
"Ukraine Agrees to Talks With Russia . Ukraine Agrees to Fighting Still Rages . Putin, accusing the West of “aggressive statements,” puts nuclear forces on alert.Kyiv remains in Russian cross-hairs as Ukrainians push back..
",meter-true
"In Foreign Policy U-Turn . In Germany Ups Military Spending . In Arms Ukraine . Germany agrees to strengthen its military in the latest foreign policy about-face amid pressure from allies. Horror at Russia ’ s attack on Ukraine. . .
",meter-true
"Oil prices climb as Ukraine crisis deepens  ..  A nuclear threat  . Oil prices climb as Ukraine crisis deepens  ..  skepticism at potential talks . .
",meter-true
"‘Ukrainian People Don’t Give Up Hope’: U.S.Rallies Express Solidarity.At events in Washington  Chicago  on Sunday  demonstrators expressed their love for the country . At events in Washington  Chicago  on Sunday  demonstrators anger at Vladimir Putin . At events in Washington  Chicago  on Sunday  demonstrators hope for peace . At events in Boston on Sunday  demonstrators expressed their love for the country . At events in Boston on Sunday  demonstrators anger at Vladimir Putin . At events in Boston on Sunday  demonstrators hope for peace . At events in other on Sunday  demonstrators expressed their love for the country . At events in other on Sunday  demonstrators anger at Vladimir Putin . At events in other on Sunday  demonstrators hope for peace . At events in cities on Sunday  demonstrators expressed their love for the country . At events in cities on Sunday  demonstrators anger at Vladimir Putin . At events in cities on Sunday  demonstrators hope for peace . .
",meter-true
"Metropolitan Opera Says It Will Cut Ties With Pro-Putin Artists.The decision comes as arts institutions seek to distance themselves from some Russian performers amid the invasion of Ukraine..
",meter-true
"10 Consequential Days : How Biden Navigated War . 10 Consequential Days : Covid . 10 Consequential Days : the Supreme Court . The dizzying events of the past week have pushed to the sidelines the congressional squabbling over President Biden ’ s domestic agenda . The dizzying events of the past week have pushed to the sidelines the congressional squabbling over President Biden ’ are already redefining the arc of his presidency . .
",meter-true
"Putin Declares a Nuclear Alert . Putin Declares Biden Seeks De-escalation . When the Russian leader ordered his nuclear forces into “special combat readiness,” the U.S. could have gone on high alert.Instead, the administration tried not to inflame him..
",meter-true
"Your Monday Briefing.Russia’s nuclear forces on alert..
",meter-true
"Daniil Medvedev Intrudes on the Big Four’s No.1 Perch.After nearly two decades of four men trading places at tennis’s top slot, Russia’s Medvedev put an end to their reign on Monday..
",meter-true
"Quotation of the Day : Armed  Villagers Rush to Join Fight . Quotation of the Day : Not  Villagers Rush to Join Fight . Quotation of the Day for Monday, February 28, 2022. .
",meter-true
"What ’  s on TV This Week : ‘ After Yang ’ . What ’  s on TV This Week : ‘ After the State of the Union . Colin Farrell. Jodie Turner-Smith. Justin H. Min star in a new sci-fi movie on Showtime . And President Biden delivers a State of the Union address..
",meter-true
"Putin Is Spinning the Globe Faster . Putin Is Spinning Faster . Can Biden slow it down?.
",meter-true
"The ruble crashes s economy staggers under sanctions .. The stock market closes s economy staggers under sanctions .. Russia ’ s economy staggers under sanctions .. The hectic moves were the first signs that Western sanctions were shaking the foundations of Russia’s economy..
",meter-true
"The Battle for Kyiv.Reporting from the Ukrainian capital as the once vibrant, bustling city is turned into a war zone..
",meter-true
"Classroom Disruptions.We look at the surprising number of recent classroom shutdowns in the U.S. And the latest from Ukraine..
",meter-true
"Markets are turbulent as sanctions start to isolate Russia ’ s economy .. Energy prices jumped Stocks on Wall Street fell. . The New York Stock Exchange halted trading in shares of Russian companies..
",meter-true
"U.S. escalates sanctions with a freeze on Russian central bank assets..The action is likely to fuel rapid inflation in Russia as it wages war in Ukraine..
",meter-true
"How Economic Warfare Is Battering Russia.“Completely unprecedented” financial sanctions against Russia are taking a global toll..
",meter-true
"Switzerland says it will freeze Russian assets, setting aside a tradition of neutrality..The decision came amid mounting public anger at Russia’s invasion of Ukraine..
",meter-true
"‘I Thought I Knew What Bravery Was.And Then I Saw Ukraine.’.Readers are moved by the courage of Ukrainians . Readers are moved by their president . Also: Judge Jackson’s nomination to the Supreme Court; streaming movies..
",meter-true
"Russian Artists Speak Out Against War   Fear Reprisals . Two Russian artists have pulled out of the Venice Biennale. Thousands are signing antiwar petitions. . .
",meter-true
"Ukraine Presents a Moral Crisis, Not Just a Military One.All possible outcomes involve sacrifice. Suffering on a huge scale. . .
",meter-true
"On the Scene: A Molotov Cocktail Supplier.the hand-thrown Molotov cocktail is the emblem of a home-grown resistance . the hand-thrown Molotov cocktail is defines the Russian attack on Ukraine . .
",meter-true
"Your Tuesday Briefing: Fighting Rages On.Sanctions hit Russia, crushing the ruble..
",meter-true
"After a Fumbled Start, Russian Forces Hit Harder in Ukraine.After days of miscalculation about Ukraine ’ s resolve to fight  Russian forces are turning toward an old pattern of opening fire on cities . After days of miscalculation about Ukraine ’ s resolve to fight  Russian forces are turning toward an old pattern of opening fire on mounting sieges . .
",meter-true
"As Sanctions Batter Economy, Russians Face the Anxieties of a Costly War.The ruble plunged. The stock market was shuttered. Foreign investors shed holdings in Russian companies. Foreign investors had become accustomed to the perks of globalization. Foreign investors deepening had become accustomed to the perks of globalization. Foreign investors the concern among citizens had become accustomed to the perks of globalization. . .
",meter-true
"Invasion Brings Russia Global Repudiation With Cold War Echoes.From culture to commerce, sports to travel, the world is shunning Russia in myriad ways to protest President Vladimir V. Putin’s invasion of Ukraine..
",meter-true
"Mission to Mars with Russia this year is now ‘very unlikely,’ European Space Agency says..The ExoMars mission  postponed in 2020  of the pandemic issues  may miss its window to launch this year . The ExoMars mission  postponed in 2020  of the pandemic issues  may miss its window to launch of sanctions imposed against Russia over the invasion of Ukraine . The ExoMars mission  postponed in 2020  of the technical issues  may miss its window to launch this year . The ExoMars mission  postponed in 2020  of the technical issues  may miss its window to launch of sanctions imposed against Russia over the invasion of Ukraine . .
",meter-true
"Ukraine War Tests the Power of Tech Giants.Google others are levers in the conflict . Google others are levers in caught between demands from Ukraine . Google others are levers in Russia . Google others are levers in the European Union . Google others are levers in the U.S. . Meta others are levers in the conflict . Meta others are levers in caught between demands from Ukraine . Meta others are levers in Russia . Meta others are levers in the European Union . Meta others are levers in the U.S. . Twitter others are levers in the conflict . Twitter others are levers in caught between demands from Ukraine . Twitter others are levers in Russia . Twitter others are levers in the European Union . Twitter others are levers in the U.S. . Telegram others are levers in the conflict . Telegram others are levers in caught between demands from Ukraine . Telegram others are levers in Russia . Telegram others are levers in the European Union . Telegram others are levers in the U.S. . Others are levers in the conflict . Others are levers in caught between demands from Ukraine . Others are levers in Russia . Others are levers in the European Union . Others are levers in the U.S. . 
",meter-true
"New York City’s Next Chapter.The new mayor is rolling back virus mandates..
",meter-true
"In Miami, a Ukrainian Art Show Becomes Unintentionally Timely.A Kyiv couple stage a socially charged exhibition in South Florida as their Voloshyn Gallery back home becomes a bomb shelter..
",meter-true
"What Questions Do You Have About Russia’s Invasion of Ukraine?.New York Times reporters will answer reader questions about the war . New York Times reporters will answer the world ’ s response . New York Times reporters will answer the effects of sanctions against Russia . .
",meter-true
"A Barrage of Rockets Hits Kharkiv.Russian forces escalate their attacks..
",meter-true
"Russian Rocket Barrage Kills Civilians as First Talks Show No Progress.The deadly rocket assault on a residential area of Ukraine ’ s  second-largest city signaled . The deadly rocket assault on a residential area of Ukraine ’ s  second-largest city an escalation of Russian tactics . The deadly rocket assault on a residential area of Ukraine ’ s  second-largest city overshadowed efforts at diplomacy . .
",meter-true
"Russia Is a Potemkin Superpower.The Ukraine war has revealed the Putin regime’s true weakness..
",meter-true
"In State of the Union  Biden Will Focus on Economy . In State of the Union  Global Response to Russia . The speech was originally going to center primarily on the president’s domestic agenda.But the war in Europe has forced the White House to change gears..
",meter-true
"A few members of the Russian Parliament speak out against the war..In a rare show of dissent, three deputies of the State Duma have expressed regret about the attack..
",meter-true
"The U.S. expels 12 Russian diplomats for spying as Ukraine dominates action at the U.N..The move is part of a larger effort to isolate Russia diplomatically . The move is part of a larger effort economically since it invaded Ukraine last week . .
",meter-true
"Ukraine Gets $22 Million in Crypto Donations to Fight Invasion.Cryptocurrency has provided a way for investors to quickly move funds to Ukrainian fighters..
",meter-true
"Why Ukrainians Believe They Can Win.Idealism has been a powerful weapon in the resistance against Russia..
",meter-true
"As Tanks Rolled Into Ukraine, So Did Malware.Then Microsoft Entered the War .. After years of talks about the need for public-private partnerships to combat cyberattacks , the war in Ukraine is stress-testing the system . .
",meter-true
"Zelensky Accuses Russia of Shelling During Peace Talks.President Volodymyr Zelensky of Ukraine accused Russia of launching rocket missile strikes against Ukraine ’ s second-largest city  Kharkiv  as the two countries held negotiations to halt the ongoing war . .
",meter-true
"Your Tuesday Briefing.A bloody attack on Ukraine’s second-largest city..
",meter-true
"‘My Fellow Americans’: Four Times Columnists Channel Joe Biden.We will start again —. We will start now. . .
",meter-true
"Quotation of the Day: As War Grinds Into 5th Day, Kremlin Starts Hitting Harder.Quotation of the Day for Tuesday, March 1, 2022. .
",meter-true
"Trevor Noah Reviews Putin’s Attempt at a Soviet Reunion.If bringing back the Soviet Union is Putin’s goal, the “Daily Show” host joked, long lines are a good start..
",meter-true
"Within Days, Russia’s War on Ukraine Squeezes the Global Economy.The price of energy has already shot higher. The conflict imperils supply chains  factors that could exacerbate inflation . The conflict suppress growth. . .
",meter-true
"Valery Gergiev, a Putin Ally, Fired as Chief Conductor in Munich.The conductor was dismissed from the Munich Philharmonic after he refused to denounce Putin’s invasion of Ukraine.He  the Russian diva  were also fired by the Bavarian State Opera . Anna Netrebko  the Russian diva  were also fired by the Bavarian State Opera . .
",meter-true
"How the State of the Union Became One of the Weirdest Nights in American Politics.It has  all the mystery show . It has  half the charm of a slapped-together awards show . .
",meter-true
"What the War in Ukraine Means for the World’s Food Supply.Nations are not secure unless their food supplies are..
",meter-true
"Can the West Stop Russia by Strangling Its Economy?.The economic historian Adam Tooze explains how the invasion of Ukraine is inciting war in the financial markets..
",meter-true
"N.Y. Republicans Back Rep. Lee Zeldin, a Trump Ally, for Governor.The Republican State Convention is giving party leaders a chance to test messages about crime . The Republican State Convention is giving party leaders a chance to test messages about inflation . The Republican State Convention is giving party leaders a chance to test messages about Democratic leadership . .
",meter-true
"Watching the War in Ukraine, Taiwanese Draw Lessons in Self-Reliance.Many in Taiwan see parallels with Ukraine.“We must use this time of peace to prepare for the worst,” says a nonprofit working to promote civil defense..
",meter-true
"A Bad Start for Russia.But many experts are worried about what happens next..
",meter-true
"Weekly News Quiz for Students: Ukraine Invasion, C.D.C.Guidelines, Women’s Soccer.Have you been paying attention to the news recently?See how many of these 10 questions you can get right..
",meter-true
"Geopolitical Risk Returns for Global Markets.Investors are weighing the implications of Russian sanctions — . Investors are weighing the implications of a new Cold War . .
",meter-true
"Countries rush to release emergency reserves as oil prices soar..The announcement was aimed to assure markets that there would be “ no shortfall ” as a result of Russia ’ s invasion of Ukraine. Oil prices kept rising  closing above $ 100 a barrel. . .
",meter-true
"As World Rebukes Russia , India Tries to Stay Above the Fray . A nation isolated in a hostile region increasingly dominated by China  its challenge is to engage the West. Not. Abandoning ties with an old ally. . .
",meter-true
"Joining Sanctions on Russia, Italy Risks More Than Most.The two countries have had strong economic ties for decades. The invasion of Ukraine has spurred the government in Rome to realign with European allies — at an outsize cost. . .
",meter-true
"Diplomats walk out of Lavrov’s speech at the U.N. in Geneva.. Sergey Lavrov accused Ukraine of seeking to acquire nuclear weapons, an unsubstantiated claim that Moscow has used as justification for its invasion..
",meter-true
"Russian Invaders . Russian Ukraine ’ s Civilian Toll . Readers worry about damage to civilian infrastructure . Readers praise the heroism of the Ukrainian people . Readers worry about the need for humanitarian aid . .
",meter-true
"War in Ukraine Has Investors Thinking About a Second Cold War.Military conflicts have not been a major factor in market movements for decades.But Russia’s invasion of Ukraine has put global relations back on investors’ minds..
",meter-true
"Gérard Depardieu, Friend of Putin, Denounces ‘Fratricidal War’.“ Stop the weapons ” the French actor. “ Stop negotiate ” the French actor. Staunch Russia ally told a news agency. . .
",meter-true
"‘My Cousins Are Killing One Another’: War in Ukraine Splits Mixed Families.Because of their countries ’ complex history Ukrainians have relatives . Because of their countries ’ complex history Ukrainians are standing on opposite sides of the conflict . Because of their countries ’ intertwined history Ukrainians have relatives . Because of their countries ’ intertwined history Ukrainians are standing on opposite sides of the conflict . Because of their countries ’ many history Ukrainians have relatives . Because of their countries ’ many history Ukrainians are standing on opposite sides of the conflict . Because of their countries ’ Russians have relatives . Because of their countries ’ Russians are standing on opposite sides of the conflict . .
",meter-true
"Biden says Putin ‘ badly miscalculated  ’ in invading Ukraine .. President Biden delivered  his first State of the Union address amid spiraling inflation at home . Biden says Putin ‘ badly miscalculated  ’ in invading Ukraine .. President Biden delivered  his first State of the Union address amid an escalating war in Europe . .
",meter-true
"Ukrainian Invasion Adds to Chaos for Global Supply Chains.Russia ’ s military incursion is severing key supply chains . Russia ’ s military incursion is setting off a scramble among global companies to comply with new sanctions . .
",meter-true
"I’m a Cold War Historian.We’re in a Frightening New Era.. What will follow Russia’s reckless invasion of Ukraine?.
",meter-true
"War, What Is It Good For?.Why conquest makes the conqueror weaker..
",meter-true
"Review: ‘Don Carlos’ Finally Brings French Verdi to the Met.Yannick Nézet-Séguin. Led  the sprawling masterpiece . Is being presented by the company for the first time in its original language. . .
",meter-true
"Ukraine Invasion Increases Friction Between Erdogan . Ukraine Invasion Increases Putin . The Turkish have found themselves on opposite sides of a host of armed conflicts . Russian leaders have found themselves on opposite sides of a host of armed conflicts . In Ukraine, the stakes may be higher than ever..
",meter-true
"A Spotlight on Tech’s Invisible Start-ups.A new how-to guide aims to support the start-ups that are chugging along. Doing just fine. . .
",meter-true
"Why Ukraine ’ s road to European Union membership will likely be long is helping to focus minds in Brussels . Why Ukraine ’ s road to European Union membership will likely be winding .. Russia ’ s invasion of Ukraine is helping to focus minds in Brussels . But the country has big hurdles to overcome before it can join the E.U., the world’s biggest trading bloc..
",meter-true
"Tennis Suspends Russia Allow Their Players to Compete . Belarus Allow Their Players to Compete . Will Allow Their Players to Compete . The move will allow stars like Daniil Medvedev of Russia to participate in tournaments . The move will allow stars like Daniil Medvedev of Russia to participate as neutral players . The move will allow stars like Daniil Medvedev of Russia to participate with no national identification . The move will allow stars like Victoria Azarenka of Belarus to participate in tournaments . The move will allow stars like Victoria Azarenka of Belarus to participate as neutral players . The move will allow stars like Victoria Azarenka of Belarus to participate with no national identification . .
",meter-true
"Transcript: Ezra Klein Interviews Adam Tooze.A conversation with the economic historian..
",meter-true
"Analysts say Russian convoy likely signals a shift to invasion strategy.. Satellite imagery has shown a Russian military convoy stretching 40 miles on a roadway north of Ukraine’s capital, Kyiv.Experts say it probably indicates a shift to siege tactics..
",meter-true
"Your Wednesday Briefing: A Convoy Nears Kyiv. Plus the U.S. State s fight over multiculturalism .  Plus the U.S. of the Union s fight over multiculturalism .  Plus the U.S. South Korea ’ s fight over multiculturalism . .
",meter-true
"U.K. Moves to Tighten Laws on Oligarchs.Critics Say It ’ s Too Late .. With most of the Western world uniting against Russia ’ s invasion of Ukraine Britain is trying to plug loopholes for wealthy Russians to. It has long turned a blind eye. . .
",meter-true
"European car plants hurt by supply problems linked to war .. Volkswagen  BMW said they would be forced to curtail production at factories . European car plants hurt by supply problems linked to war .. Volkswagen  Porsche said they would be forced to curtail production at factories . Ukraine produces crucial electronic components..
",meter-true
"A Surge of Unifying Moral Outrage Over Russia’s War.Ukrainians take to social media. Taboos are tumbling as countries abandon neutrality. People abandon indifference to support their cause. . .
",meter-true
"Ukraine War Sets Off Europe’s Fastest Migration in Decades.At least 660000 people  mostly women children  fled Ukraine in the five days after Russia invaded — the most intense wave of European migration since at least the 1990s . At least 660000 people  women children  fled Ukraine in the five days after Russia invaded — the most intense wave of European migration since at least the 1990s . .
",meter-true
"Many nuclear power reactors in Ukraine are no longer producing electricity . . . . Six of the 15 reactors in the country appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors are down . Many nuclear power reactors in Ukraine are no longer producing electricity . . . . Six of the 15 reactors in the country appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors . Many nuclear power reactors in Ukraine are no longer producing electricity . . . . Six of the 15 reactors in the country appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors . Many nuclear power reactors in Ukraine are no longer producing electricity . . . . Six of the 15 reactors in the country appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors . Many nuclear power reactors in Ukraine are no longer producing electricity . . . . Six of the 15 reactors in the country appear to be offline at the moment , , with one site close to Russian troop movements reporting half of its reactors close to Russian troop movements reporting half of its reactors . .
",meter-true
"Russian Troop Deaths Expose a Potential Weakness of Putin’s Strategy.Videos show the bodies of soldiers left behind on the battlefield  officials say  . Videos show the bodies of the charred remains of tanks . Videos show the bodies of the charred remains of armored vehicles . Photos show the bodies of soldiers left behind on the battlefield  officials say  . Photos show the bodies of the charred remains of tanks . Photos show the bodies of the charred remains of armored vehicles . .
",meter-true
"Your Tuesday Evening Briefing.Here’s what you need to know at the end of the day..
",meter-true
"Civilians Come Under Fire.Russian forces escalated attacks on Ukrainian cities..
",meter-true
"Jewish groups condemn a strike near the Babyn Yar Holocaust Memorial..It is close to a radio television tower in Kyiv that was hit by a projectile. It was not clear what damage was done to the memorial. It is close to radio television tower in Kyiv that was hit by a projectile. . .
",meter-true
"Biden’s State of the Virus.In his State of the Union speech tonight, President Biden must walk a delicate line on the coronavirus..
",meter-true
"How the Russian Invasion Changed This Ukrainian Pacifist’s Mind.“We live in a moment when the army matters,” Nataliya Gumenyuk, a Ukrainian war correspondent reporting from Kyiv, tells Lulu Garcia-Navarro..
",meter-true
"A Crisis Abroad  . An Election at Home . A Presidential Address . A Presidential an Election at Home . As President Biden delivers  his first formal State of the Union address begin in earnest in Texas . As President Biden delivers  his first formal State of Russia ’ s invasion of Ukraine escalates begin in earnest in Texas . As President Biden delivers  his first formal State of the midterms begin in earnest in Texas . .
",meter-true
"Biden Must Not Allow Ukraine to Fall.Zelensky’s courage gives the administration a rare opportunity..
",meter-true
"Exxon Mobil says it plans to leave its last remaining Russian project .. BP announced earlier that they were also seeking to leave the country after its invasion of Ukraine . Exxon Mobil says it plans to leave its last remaining Russian project Shell announced earlier that they were also seeking to leave the country after its invasion of Ukraine . .
",meter-true
"Spurning Rebukes, Russia Escalates Attack on Ukraine as Refugee Ranks Swell.There was no sign of possible de-escalation on the sixth day of the invasion , , as Russia appeared determined to toughen its tactics against a defiant neighbor . Russia appeared determined to toughen its tactics against a defiant neighbor . Russia determined to toughen its tactics against a defiant neighbor . Russia to toughen its tactics against a defiant neighbor . Russia toughen its tactics against a defiant neighbor . .
",meter-true
"I See Three Scenarios for How This War Ends.we get closer to the gates of hell . Every day refuses to stop . Every day to stop . Every day stop . .
",meter-true
"At the Capitol, Biden Confronts a New Normal.President Biden ’ s address unfolded   in a Capitol still grappling with a pandemic  . President Biden ’ s address unfolded   in a Capitol still grappling with the aftermath of a deadly riot  . President Biden ’ s now facing a war in Ukraine . .
",meter-true
"Alexander Vindman on Why It’s the ‘Beginning of the End’ for Putin.The former Ukraine expert for the National Security Council shares his take on the Russia-Ukraine war..
",meter-true
"Boeing  Ford suspend operations in Russia .. The U.S. manufacturing companies are the latest to shut down offices Factories since Russia invaded Ukraine. . .
",meter-true
"Commerce Secretary Gina Raimondo is the designated survivor during the State of the Union..The official is designated to watch the speech from afar in the event catastrophe strikes the Capitol . The official is designated to watch the speech from afar in most of the government leaders are inside . .
",meter-true
"Corrections: March 2, 2022. Corrections that appeared in print on Wednesday, March 2, 2022. .
",meter-true
"Full Transcript of Biden’s State of the Union Address.The president spoke about the war in Ukraine in his State of the Union speech . The president spoke about the war in the coronavirus pandemic in his State of the Union speech . The president spoke about the war in the economy in his State of the Union speech . The president spoke about the war in more in his State of the Union speech . .
",meter-true
"Unity in a Foreign Policy Crisis Still to be Answered . Unity in Questions Still to be Answered . President Biden emphasized allies ’ resolve in his State of the Union address . President Biden acknowledged Russia may not be deterred from further efforts to reconstitute the Soviet bloc . .
",meter-true
"Your Wednesday Briefing.Russia targets civilian areas..
",meter-true
"Biden Has the Right Idea. The Wrong Words. . A Biden doctrine is emerging , , even if he got only halfway there in his State of the Union address . he is got only halfway there in his State of the Union address . .
",meter-true
"In Russia, I Learned, Threats Were Always Real.A sense of menace floats long enough to make you think you’re paranoid.Sooner  what was feared happens . Later  what was feared happens . And nobody makes a secret of it..
",meter-true
"Looking for an Endgame in Ukraine.Three scenarios for a place where our support for the Ukrainians might converge . Three scenarios for a place where our support for our sense of our own interests might converge . Three scenarios for a place where our support for the realities of Russian power might converge . .
",meter-true
"The Ukraine of My Childhood Is Being Erased.Ukraine’s history is filled with waves of repression..
",meter-true
"How Europe Came Around on Sanctions.Will the bloc’s penalties be enough to help end Russia’s war on Ukraine?.
",meter-true
"How Would You Describe the State of Our Union?.President Biden delivered his first State of the Union address on Tuesday.How do you think the country is doing right now?.
",meter-true
"Biden for Democracy.Ukraine took center stage at the State of the Union..
",meter-true
"As oil soars  OPEC decline to offer relief .. As oil soars  its allies decline to offer relief .. The oil cartel known as OPEC Plus said it would continue the strategy known as OPEC Plus said it would continue the strategy . it would continue the strategy . it continue the strategy . .
",meter-true
"Stocks rise as Powell signals steadiness. Oil prices continue to march higher .. The rise in energy prices appeared to be tied to concerns about production limits to Russian supplies . The rise in energy prices appeared to be tied to concerns about potential disruptions to Russian supplies . .
",meter-true
"Biden Talks Business in the State of the Union.From inflation to manufacturing technology  the president ’ s annual address to Congress was heavy on economic issues . .
",meter-true
"Weekly Accessible Learning Activities: Ukraine, Advice, Cooking Insects.Each week we spotlight five student activities created for a broad range of learners based on reporting in The New York Times..
",meter-true
"I’m Writing From a Bunker With President Zelensky Beside Me.We Will Fight to the Last Breath..Nothing less at stake . Nothing than our freedom — at stake . Nothing yours — is at stake . .
",meter-true
"Powell Says Rates Are Headed Higher, Even as Ukraine Poses Uncertainty.Jerome Powell , , the Federal Reserve chair , , said he would support a quarter-point increase at the March meeting . he would support a quarter-point increase at the March meeting . he support a quarter-point increase at the March meeting . .
",meter-true
"‘We Are on Our Side’: Across Asia, a Mixed Reaction to Ukraine War.While most American allies in the region have fallen in line  authoritarian governments have been more reluctant to act . While most American allies in the region have fallen in line  those with weaker ties to the West have been more reluctant to act . .
",meter-true
"Putin’s War to Bring Ukraine to Heel Unites Eastern Europe in Alarm.Many countries fear that the Russian leader ’ s efforts to turn back the clock could spell disaster for them . Many countries fear that the Russian leader ’ s efforts to reclaim a sphere of influence lost at the end of the Cold War could spell disaster for them . .
",meter-true
"Also at Stake in Ukraine: the Future of Two Orthodox Churches.The Russian church hopes to reunite with the independent Ukrainian branch under a single patriarch in Moscow that would allow it to control the holiest sites of Orthodoxy in the Slavic world..
",meter-true
"The State of the Union: Together, if Only for a Few Minutes.President Biden brought a cheerleading tone to a normal-ish address for very abnormal times..
",meter-true
"NATO Countries Pour Weapons Into Ukraine, Risking Conflict With Russia.Brussels is proud to be providing military aid. Moscow may see it as a dangerous intervention. . .
",meter-true
