idx,claim,origin,URL,truth_value,stated_on,topic
726,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",Kay Bailey Hutchison,https://www.politifact.com/factchecks/2010/mar/15/mitt-romney/obama-remarks-never-true-apology/,meter-false,"March 02, 2010",russia
727,"""Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.""",Kay Bailey Hutchison,https://www.politifact.com/factchecks/2010/mar/12/marco-rubio/rubio-attacks-crist-taxpayer-funded-junket-europe/,meter-half-true,"March 04, 2010",russia
728,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",Kay Bailey Hutchison,https://www.politifact.com/factchecks/2009/oct/29/ginny-brown-waite/does-president-need-permission-congress-accept-nob/,meter-mostly-false,"October 26, 2009",russia
729,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",Kay Bailey Hutchison,https://www.politifact.com/factchecks/2009/oct/23/dick-cheney/cheney-accuses-obama-telling-allies-canceled-proje/,meter-true,"October 21, 2009",russia
730,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",Michael Steele,https://www.politifact.com/factchecks/2009/sep/25/michael-steele/gop-claims-video-shows-b-bernice-young-elementary-/,meter-true,"September 25, 2009",russia
731,"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",Michael Steele,https://www.politifact.com/factchecks/2009/sep/23/sean-hannity/hannity-says-us-reducing-its-nuclear-arsenal/,meter-mostly-true,"September 22, 2009",russia
732,On whether he would put a missile shield in Poland.,Michael Steele,https://www.politifact.com/factchecks/2009/sep/22/barack-obama/did-obama-flip-whether-he-would-continue-pursue-mi/,meter-half-flip,"September 17, 2009",russia
733,On a cap-and-trade plan.,Michael Steele,https://www.politifact.com/factchecks/2009/jul/20/sarah-palin/palin-flips-her-support-cap-and-trade/,meter-full-flop,"July 14, 2009",russia
734,"""Obama has more czars than the Romanovs.""",Michael Steele,https://www.politifact.com/factchecks/2009/jun/12/john-mccain/McCain-says-Obama-has-more-czars-than-Romanovs/,meter-true,"May 30, 2009",russia
735,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",North Korean foreign ministry,https://www.politifact.com/factchecks/2009/may/29/north-korea/north-korea-contends-five-permanent-members-un-sec/,meter-true,"May 29, 2009",russia
736,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",North Korean foreign ministry,https://www.politifact.com/factchecks/2009/apr/21/barack-obama/obama-says-venezuela-defense-budget-1600th-uss/,meter-mostly-true,"April 19, 2009",russia
737,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",North Korean foreign ministry,https://www.politifact.com/factchecks/2009/apr/01/michele-bachmann/defending-dollar-bachmann-distorts-geithners-comme/,meter-false,"March 25, 2009",russia
738,"""In eighth grade math, we’ve fallen to ninth place.""",North Korean foreign ministry,https://www.politifact.com/factchecks/2009/mar/13/barack-obama/8th-graders-are-9th-showing-improvement-not-fallin/,meter-false,"March 10, 2009",russia
739,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",North Korean foreign ministry,https://www.politifact.com/factchecks/2009/jan/18/james-inhofe/chu-said-all-worlds-coal-burned-worst-nightmare/,meter-mostly-true,"December 15, 2008",russia
740,"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",Mark Warner,https://www.politifact.com/factchecks/2008/aug/26/mark-warner/not-just-china-other-countries-too/,meter-half-true,"August 26, 2008",russia
741,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",Mark Warner,https://www.politifact.com/factchecks/2008/aug/13/barack-obama/mccains-on-georgias-side-so-is-obama/,meter-true,"August 09, 2008",russia
742,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",Mark Warner,https://www.politifact.com/factchecks/2008/jul/15/barack-obama/obama-lugar-measure-included-weapons-of-mass-destr/,meter-true,"July 15, 2008",russia
743,"Barack Obama wants to ""unilaterally disarm our nation.""",Mark Warner,https://www.politifact.com/factchecks/2008/jul/15/chain-email/obama-wants-to-reduce-stockpiles-not-disarm/,meter-false,"May 21, 2008",russia
744,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",Mark Warner,https://www.politifact.com/factchecks/2008/jun/02/barack-obama/present-for-votes-but-not-a-player/,meter-true,"May 27, 2008",russia
745,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",Hillary Clinton,https://www.politifact.com/factchecks/2008/apr/04/hillary-clinton/she-was-no-emissary-to-the-obscure/,meter-mostly-false,"March 17, 2008",russia
746,"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",Tweets,https://www.politifact.com/factchecks/2023/feb/02/tweets/tweets-distort-bidens-comments-on-tanks-ukraine-an/,meter-false,"January 31, 2023",russia-ukriane
747,“Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.”,Tweets,https://www.politifact.com/factchecks/2023/jan/30/richard-hudson/hudson-inflates-bidens-role-oil-prices/,meter-mostly-false,"January 12, 2023",russia-ukriane
748,The amount the U.S. has spent in Ukraine is “double the U.S. expenditure for its own war in Afghanistan.”,Tweets,https://www.politifact.com/factchecks/2023/jan/27/instagram-posts/us-spending-afghanistan-dwarfs-aid-ukraine/,meter-false,"January 26, 2023",russia-ukriane
749,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",Tweets,https://www.politifact.com/factchecks/2023/jan/19/morgan-luttrell/us-emergency-oil-reserve-lowest-level-1983/,meter-true,"January 10, 2023",russia-ukriane
750,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,Tweets,https://www.politifact.com/factchecks/2023/jan/06/tom-tiffany/tiffany-misses-mark-claim-biden-left-marines-behin/,meter-mostly-false,"December 08, 2022",russia-ukriane
751,“The Simpsons predicted Pizzagate.”,Viral image,https://www.politifact.com/factchecks/2022/dec/20/viral-image/the-simpsons-didnt-predict-pizzagate/,tom_ruling_pof,"November 16, 2022",russia-ukriane
752,Russia’s Army was “destroyed.”,Viral image,https://www.politifact.com/factchecks/2022/dec/19/facebook-posts/no-russias-army-wasnt-destroyed/,meter-false,"December 18, 2022",russia-ukriane
753,The Federal Reserve “has suspended the availability of new currency.”,Viral image,https://www.politifact.com/factchecks/2022/dec/14/facebook-posts/federal-reserve-did-not-discontinue-distributing-p/,meter-false,"December 09, 2022",russia-ukriane
754,The war in Ukraine is “all over.”,Viral image,https://www.politifact.com/factchecks/2022/dec/13/facebook-posts/no-the-war-in-ukraine-isnt-over/,meter-false,"December 12, 2022",russia-ukriane
755,"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",Viral image,https://www.politifact.com/factchecks/2022/dec/02/instagram-posts/ancient-virus-discovery-will-not-spark-new-pandemi/,meter-false,"November 29, 2022",russia-ukriane
756,“Gas prices are down back to where they were before Russia invaded Ukraine.”,Joe Biden,https://www.politifact.com/factchecks/2022/nov/30/joe-biden/have-gasoline-prices-fallen-pre-ukraine-war-levels/,meter-true,"November 29, 2022",russia-ukriane
757,Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,Joe Biden,https://www.politifact.com/factchecks/2022/nov/29/instagram-posts/no-climate-change-isnt-driven-by-solar-activity-an/,meter-false,"November 13, 2022",russia-ukriane
758,"Images of a woman having bloody makeup applied show ""fake combatant photos” in Ukraine.",Joe Biden,https://www.politifact.com/factchecks/2022/nov/28/instagram-posts/photos-war-makeup-ukraine-are-combat-medical-train/,meter-false,"November 27, 2022",russia-ukriane
759,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,Joe Biden,https://www.politifact.com/factchecks/2022/nov/15/instagram-posts/ftx-helped-with-a-cryptocurrency-fundraising-site/,meter-false,"November 13, 2022",russia-ukriane
760,"The United States is ""about to run out of diesel fuel ... by the Monday of Thanksgiving week.""",Joe Biden,https://www.politifact.com/factchecks/2022/nov/07/tucker-carlson/tucker-carlson-misrepresents-data-claim-us-will-ru/,meter-false,"October 27, 2022",russia-ukriane
761,"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",Citizens for Sanity,https://www.politifact.com/factchecks/2022/nov/03/citizens-sanity/ad-comparing-spending-ukraine-us-children-ridiculo/,tom_ruling_pof,"November 02, 2022",russia-ukriane
762,The media reported on “5 TikTok dances you can do to help Ukraine fight Russia.”,Citizens for Sanity,https://www.politifact.com/factchecks/2022/nov/03/viral-image/story-about-tiktok-dances-help-ukraine-satire/,meter-false,"November 03, 2022",russia-ukriane
763,“We finally achieved that energy independence… under the Trump administration. President Biden squandered (it) away.”,Citizens for Sanity,https://www.politifact.com/factchecks/2022/nov/01/ron-johnson/johnson-misses-claim-us-gained-energy-independence/,meter-mostly-false,"July 14, 2022",russia-ukriane
764,Police dispatch audio from Paul Pelosi’s attack was recorded in a Moscow studio.,Citizens for Sanity,https://www.politifact.com/factchecks/2022/nov/01/instagram-posts/police-dispatch-audio-pelosi-attack-was-san-franci/,tom_ruling_pof,"November 29, 2022",russia-ukriane
765,Former President Donald Trump issued an Oct. 27 statement saying he was told his Twitter account “will be back up and running on Monday.”,Citizens for Sanity,https://www.politifact.com/factchecks/2022/oct/28/viral-image/no-this-trump-statement-about-returning-to-twitter/,meter-false,"October 27, 2022",russia-ukriane
766,The price of gas is “down from over $5 when I took office.”,Joe Biden,https://www.politifact.com/factchecks/2022/oct/28/joe-biden/gas-prices-hit-5-gallon-more-year-after-joe-biden/,meter-false,"October 27, 2022",russia-ukriane
767,“Ukraine has a nuclear bomb primed in Mykolaiv.”,Joe Biden,https://www.politifact.com/factchecks/2022/oct/27/instagram-posts/no-ukraine-does-not-have-nuclear-bombs-or-dirty-bo/,meter-false,"October 20, 2022",russia-ukriane
768,Video clips show staged war footage from Ukraine.,Joe Biden,https://www.politifact.com/factchecks/2022/oct/26/viral-image/video-clips-mischaracterized-showing-fake-ukraine/,tom_ruling_pof,"October 22, 2022",russia-ukriane
769,A CNN headline shows Uganda’s president saying he doesn’t support Ukraine because it would be “disgusting.”,Joe Biden,https://www.politifact.com/factchecks/2022/oct/24/viral-image/no-evidence-cnn-reported-ugandas-president-said-it/,meter-false,"October 22, 2022",russia-ukriane
770,Volodymyr Zelenskyy was photographed holding a soccer jersey with his name and a swastika.,Joe Biden,https://www.politifact.com/factchecks/2022/oct/21/viral-image/photo-zelenskyy-holding-jersey-swastika-was-altere/,meter-false,"October 19, 2022",russia-ukriane
771,"Kamala Harris said, “We have to acknowledge gas is high which is the opposite of low.”",Viral image,https://www.politifact.com/factchecks/2022/oct/18/viral-image/no-kamala-harris-didnt-say-this-about-gas-prices/,meter-false,"October 18, 2022",russia-ukriane
772,"Kid Rock posted “Zelensky just bought his parents an $8,000,000 villa, complete with a salt water pool & 3 brand new vehicles.”",Viral image,https://www.politifact.com/factchecks/2022/oct/17/viral-image/social-media-post-critical-zelenskyy-came-kid-rock/,meter-false,"October 16, 2022",russia-ukriane
773,North Korea has taken military action against Russia.,Viral image,https://www.politifact.com/factchecks/2022/oct/12/facebook-posts/no-north-korea-did-not-initiate-military-strike-ag/,tom_ruling_pof,"October 08, 2022",russia-ukriane
774,“Norway readies its military to counter Biden.”,Viral image,https://www.politifact.com/factchecks/2022/oct/07/facebook-posts/norway-sent-its-military-guard-nord-stream-not-cou/,meter-false,"October 05, 2022",russia-ukriane
775,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.,Viral image,https://www.politifact.com/factchecks/2022/oct/06/facebook-posts/no-blinken-didnt-say-biden-responsible-nord-stream/,meter-false,"October 04, 2022",russia-ukriane
776,"""$12 billion more for Ukraine on top of $100+ billion while Jackson, Mississippi has yet to receive any funding to fix their water infrastructure.""",Instagram posts,https://www.politifact.com/factchecks/2022/oct/06/instagram-posts/despite-claims-jackson-mississippi-did-get-funding/,meter-mostly-false,"September 27, 2022",russia-ukriane
777,"“Iowans are paying $5,000 extra for everyday goods under Biden and Axne’s inflation.”",Instagram posts,https://www.politifact.com/factchecks/2022/oct/05/zach-nunn/iowans-are-paying-5000-more-year-under-inflation-a/,meter-half-true,"September 14, 2022",russia-ukriane
778,Video shows Rand Paul telling Nancy Pelosi “she’s a traitor.”,Instagram posts,https://www.politifact.com/factchecks/2022/oct/04/facebook-posts/rand-paul-didnt-tell-nancy-pelosi-shes-traitor-vid/,meter-false,"October 03, 2022",russia-ukriane
779,“I voted with Trump on trade.”,Instagram posts,https://www.politifact.com/factchecks/2022/oct/04/tim-ryan/ohios-tim-ryan-says-he-voted-trump-trade-what-abou/,meter-mostly-true,"September 27, 2022",russia-ukriane
780,President Joe Biden admitted having an inappropriate relationship with a minor.,Instagram posts,https://www.politifact.com/factchecks/2022/sep/30/facebook-posts/no-biden-did-not-admit-he-had-inappropriate-relati/,meter-false,"September 26, 2022",russia-ukriane
781,“The Russian army has surrendered in Donetsk!”,Facebook posts,https://www.politifact.com/factchecks/2022/sep/30/facebook-posts/no-proof-russian-troops-have-surrendered-donetsk/,meter-false,"September 28, 2022",russia-ukriane
782,Vladimir Putin “is fleeing the war!”,Facebook posts,https://www.politifact.com/factchecks/2022/sep/29/facebook-posts/no-evidence-putin-abandoning-war-ukraine/,meter-false,"September 27, 2022",russia-ukriane
783,"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",Facebook posts,https://www.politifact.com/factchecks/2022/sep/29/facebook-posts/north-korean-soldiers-have-not-been-sent-russia-he/,meter-false,"September 28, 2022",russia-ukriane
784,“President Xi of China under house arrest” amid “coup by the PLA.”,Facebook posts,https://www.politifact.com/factchecks/2022/sep/28/facebook-posts/china-president-xi-jinping-still-power-despite-cou/,meter-false,"September 24, 2022",russia-ukriane
785,Photo shows fighting in Ukraine.,Facebook posts,https://www.politifact.com/factchecks/2022/sep/22/viral-image/old-photo-military-exercise-used-illustrate-story-/,meter-false,"September 21, 2022",russia-ukriane
786,“Chinese military convoy enters Ukraine from Russia.”,Facebook posts,https://www.politifact.com/factchecks/2022/sep/22/facebook-posts/no-isnt-video-chinas-army-entering-ukraine/,meter-false,"September 18, 2022",russia-ukriane
787,“The Simpsons” predicted Queen Elizabeth II’s 2022 death.,Facebook posts,https://www.politifact.com/factchecks/2022/sep/19/viral-image/simpsons-didnt-predict-queens-death/,tom_ruling_pof,"September 15, 2022",russia-ukriane
788,"""Democrats' radical green energy policies caused record gas prices. """,Facebook posts,https://www.politifact.com/factchecks/2022/sep/16/ron-johnson/green-energy-policies-didnt-cause-record-prices-ga/,meter-mostly-false,"August 23, 2022",russia-ukriane
789,"“The pope, Xi and Putin all meet to plan world events!”",Facebook posts,https://www.politifact.com/factchecks/2022/sep/15/facebook-posts/no-pope-putin-and-xi-didnt-meet-plan-world-events/,meter-false,"September 13, 2022",russia-ukriane
790,"""Russia is becoming the first country to break ties with the Antarctic Treaty.""",Facebook posts,https://www.politifact.com/factchecks/2022/sep/14/instagram-posts/no-russia-did-not-exit-antarctic-treaty-or-discove/,tom_ruling_pof,"September 12, 2022",russia-ukriane
791,Russia “has not lost anything” in its invasion of Ukraine.,Vladimir Putin,https://www.politifact.com/factchecks/2022/sep/09/vladimir-putin/despite-putins-claim-russia-has-lost-plenty-ukrain/,meter-false,"September 07, 2022",russia-ukriane
792,“The Russian army is withdrawing from Ukraine!” in September 2022,Vladimir Putin,https://www.politifact.com/factchecks/2022/sep/08/facebook-posts/no-russia-not-withdrawing-ukraine/,meter-false,"September 03, 2022",russia-ukriane
793,“The U.S. & Elon Musk reveal new hypersonic jet to help Ukraine.”,Vladimir Putin,https://www.politifact.com/factchecks/2022/sep/07/blog-posting/claim-musk-will-supply-hypersonic-jet-ukrainian-wa/,meter-false,"September 06, 2022",russia-ukriane
794,Joe Biden threatened to assassinate Ukraine’s former president.,Vladimir Putin,https://www.politifact.com/factchecks/2022/aug/31/facebook-posts/biden-didnt-threaten-kill-former-ukrainian-preside/,tom_ruling_pof,"August 29, 2022",russia-ukriane
795,"Another continent may exist beneath Antarctica, which is also home to homicidal sea creature of unknown origin",Vladimir Putin,https://www.politifact.com/factchecks/2022/aug/30/facebook-posts/claim-about-hidden-antarctic-continent-and-killer-/,tom_ruling_pof,"August 24, 2022",russia-ukriane
796,“U.S. is testing new most deadly nuclear bomb from B-1B Lancer.”,Facebook posts,https://www.politifact.com/factchecks/2022/aug/26/facebook-posts/no-united-states-isnt-testing-nuclear-bomb-b-1b-la/,meter-false,"August 17, 2022",russia-ukriane
797,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,Facebook posts,https://www.politifact.com/factchecks/2022/aug/12/matt-gaetz/no-biden-not-arming-irs-guns-and-ammunition/,meter-false,"August 04, 2022",russia-ukriane
798,Brittney Griner is really a man.,Facebook posts,https://www.politifact.com/factchecks/2022/aug/09/facebook-posts/no-basketball-star-brittney-griner-not-man/,tom_ruling_pof,"August 07, 2022",russia-ukriane
799,“China threatens to shoot Nancy Pelosi’s plane down if she visits Taiwan.”,Facebook posts,https://www.politifact.com/factchecks/2022/aug/02/instagram-posts/chinese-commentator-not-government-threatened-hous/,meter-false,"July 31, 2022",russia-ukriane
800,“Virginia now has the most liberal abortion laws in the world.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/22/dave-larock/no-virginia-does-not-have-most-liberal-abortion-la/,meter-mostly-false,"July 09, 2022",russia-ukriane
801,“Biden threatens to assassinate Ukraine president.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/21/facebook-posts/no-biden-didnt-threaten-kill-zelenskyy/,tom_ruling_pof,"July 18, 2022",russia-ukriane
802,"The cancellation of the Keystone XL pipeline by Joe Biden “killed hundreds of jobs, sent gas prices way up.”",Facebook posts,https://www.politifact.com/factchecks/2022/jul/21/tim-michels/end-keystone-pipeline-did-cost-jobs-most-were-temp/,meter-mostly-false,"June 23, 2022",russia-ukriane
803,Video shows Ukrainian air defenses in Sievierodonetsk shooting down “55 Ka 52 helicopters.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/19/viral-image/clip-shows-video-game-not-ukrainian-victory-sievie/,meter-false,"July 17, 2022",russia-ukriane
804,“Biden admits $5 gas is being done on purpose” and “this has been his plan all along.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/18/instagram-posts/no-biden-didnt-admit-plotting-make-gasoline-prices/,meter-false,"July 07, 2022",russia-ukriane
805,“High-ranking Ukrainian officials caught splurging on luxury real estate in Switzerland.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/13/blog-posting/land-documents-claiming-ukrainian-officials-bought/,meter-false,"June 29, 2022",russia-ukriane
806,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",Facebook posts,https://www.politifact.com/factchecks/2022/jul/12/facebook-posts/claims-russia-bombed-ukraines-snake-island-after-t/,meter-mostly-false,"July 02, 2022",russia-ukriane
807,“Belarus declares war on Poland.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/11/facebook-posts/no-belarus-hasnt-declared-war-poland/,meter-false,"July 08, 2022",russia-ukriane
808,“Moscow was engulfed in flames” after a giant explosion.,Facebook posts,https://www.politifact.com/factchecks/2022/jul/08/facebook-posts/moscow-wasnt-engulfed-flames/,meter-false,"July 06, 2022",russia-ukriane
809,Ukrainian “attack destroys skyscraper in Moscow.”,Facebook posts,https://www.politifact.com/factchecks/2022/jul/07/viral-image/no-ukrainian-attack-didnt-destroy-moscow-skyscrape/,meter-false,"July 04, 2022",russia-ukriane
810,Video shows Russian artillery tanks “completely destroyed by Bayraktar TB2 drones” on July 2.,Facebook posts,https://www.politifact.com/factchecks/2022/jul/06/viral-image/post-shows-video-game-footage-not-war-ukraine/,meter-false,"July 03, 2022",russia-ukriane
811,Video claims Moscow turned into “sea of fire after being attacked by two mysterious missiles.”,Facebook posts,https://www.politifact.com/factchecks/2022/jun/30/facebook-posts/no-moscow-was-not-targeted-missile-attack/,tom_ruling_pof,"June 28, 2022",russia-ukriane
812,"""The impact of President Biden being beholden to the Green New Deal radicals in his party has electricity costs through the roof in Texas.""",Facebook posts,https://www.politifact.com/factchecks/2022/jun/21/ted-cruz/green-new-deal-not-blame-high-electricity-costs/,meter-false,"June 04, 2022",russia-ukriane
813,Three mass shootings were meant to distract from Hillary Clinton controversies.,Facebook posts,https://www.politifact.com/factchecks/2022/jun/16/ted-nugent/no-these-mass-shootings-werent-plot-protect-hillar/,tom_ruling_pof,"June 14, 2022",russia-ukriane
814,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",Facebook posts,https://www.politifact.com/factchecks/2022/jun/15/blog-posting/pentagon-didnt-admit-there-are-46-us-funded-biolab/,meter-false,"June 12, 2022",russia-ukriane
815,When Joe Biden “walked into this administration … 20 million people were on unemployment insurance benefits.”,Facebook posts,https://www.politifact.com/factchecks/2022/jun/14/karine-jean-pierre/white-house-gets-it-wrong-unemployment-level-when-/,meter-false,"June 13, 2022",russia-ukriane
816,“U.S. military arrests Michael Sussmann.”,Facebook posts,https://www.politifact.com/factchecks/2022/jun/10/facebook-posts/no-military-didnt-arrest-michael-sussmann/,tom_ruling_pof,"June 08, 2022",russia-ukriane
817,Ukraine adopted “laws banning the Russian language.”,Facebook posts,https://www.politifact.com/factchecks/2022/jun/08/sergey-lavrov/russian-has-not-been-banned-ukraine-despite-repeat/,meter-false,"June 06, 2022",russia-ukriane
818,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,Facebook posts,https://www.politifact.com/factchecks/2022/jun/07/facebook-posts/bp-oil-executive-mentioned-viral-facebook-posts-do/,tom_ruling_pof,"June 03, 2022",russia-ukriane
819,"The sale of more than 600,000 Wisconsin deer licenses shows that Wisconsin’s hunters are the “eighth largest army in the world.”",Facebook posts,https://www.politifact.com/factchecks/2022/jun/06/facebook-posts/deer-licenses-sold-wisconsin-dont-prove-state-has-/,meter-false,"May 23, 2021",russia-ukriane
820,Biden gave Americans “the cheapest gas prices on Earth.”,Facebook posts,https://www.politifact.com/factchecks/2022/jun/06/tweets/no-biden-didnt-give-americans-cheapest-gas-prices-/,meter-false,"June 02, 2022",russia-ukriane
821,"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",Facebook posts,https://www.politifact.com/factchecks/2022/jun/03/facebook-posts/research-says-armed-officials-dont-prevent-mass-sc/,meter-half-true,"May 26, 2022",russia-ukriane
822,"CNN is recycling crisis actors in reports about a man dying in Afghanistan in 2021 and at the Uvalde, Texas, school shooting in 2022.",Facebook posts,https://www.politifact.com/factchecks/2022/may/27/facebook-posts/no-cnn-didnt-report-same-man-died-afghanistan-and-/,tom_ruling_pof,"May 25, 2022",russia-ukriane
823,“J.D. Vance profits off Russia propaganda.”,Facebook posts,https://www.politifact.com/factchecks/2022/may/24/tim-ryan/does-jd-vance-profit-russia-propaganda/,meter-half-true,"May 10, 2022",russia-ukriane
824,Video shows “Russian tank column totally destroyed by attack helicopter.”,Facebook posts,https://www.politifact.com/factchecks/2022/may/20/facebook-posts/no-isnt-real-video-russian-tanks-getting-destroyed/,meter-false,"May 19, 2022",russia-ukriane
825,“Soldiers destroyed Russian tank with NLAW in ambush.”,Facebook posts,https://www.politifact.com/factchecks/2022/may/19/viral-image/footage-soldiers-destroying-russian-tank-isnt-real/,meter-false,"May 18, 2022",russia-ukriane
826,A photo of Ukrainians with paintball guns proves the war is staged.,Viral image,https://www.politifact.com/factchecks/2022/may/19/viral-image/no-photo-ukrainians-training-combat-doesnt-prove-w/,tom_ruling_pof,"May 16, 2022",russia-ukriane
827,A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”,Viral image,https://www.politifact.com/factchecks/2022/may/18/facebook-posts/no-isnt-recent-photo-russian-priests-blessing-sata/,meter-false,"May 13, 2022",russia-ukriane
828,“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.”,Viral image,https://www.politifact.com/factchecks/2022/may/16/viral-image/still-no-connection-between-covid-19-vaccines-and-/,tom_ruling_pof,"May 15, 2022",russia-ukriane
829,“Finland joins NATO.”,Viral image,https://www.politifact.com/factchecks/2022/may/16/facebook-posts/finlands-nato-membership-not-final/,meter-mostly-false,"May 15, 2022",russia-ukriane
830,The NewProfilePic app is Russian spyware.,Viral image,https://www.politifact.com/factchecks/2022/may/16/facebook-posts/newprofilepic-app-not-russian-spy-malware-heres-ho/,meter-false,"May 10, 2022",russia-ukriane
831,Joe Biden “inherited inflation of 1.7%. Now we're well over 8% and growing.”,Kathy Barnette,https://www.politifact.com/factchecks/2022/may/13/kathy-barnette/kathy-barnette-largely-correct-course-inflation-un/,meter-mostly-true,"May 12, 2022",russia-ukriane
832,"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities.""",Kathy Barnette,https://www.politifact.com/factchecks/2022/may/13/tom-tiffany/tiffany-overstates-report-shortcomings-afghan-vett/,meter-mostly-false,"February 18, 2022",russia-ukriane
833,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport.""",Kathy Barnette,https://www.politifact.com/factchecks/2022/may/10/facebook-posts/no-not-footage-ukraine-shooting-down-russian-plane/,meter-false,"May 05, 2022",russia-ukriane
834,“Space X’s Starlink internet constellation has angered Russia as it was reported that the Starlink satellite constellation was used to guide the fire” on the Russian ship Moskva.,Kathy Barnette,https://www.politifact.com/factchecks/2022/may/05/facebook-posts/no-credible-reports-indicate-starlink-was-used-rus/,meter-false,"April 30, 2022",russia-ukriane
835,“The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.”,Kathy Barnette,https://www.politifact.com/factchecks/2022/may/02/facebook-posts/no-proof-ukraine-president-zelenskyy-owns-35-milli/,meter-false,"April 17, 2022",russia-ukriane
836,Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.,Instagram posts,https://www.politifact.com/factchecks/2022/may/02/instagram-posts/images-ukrainian-flag-being-replaced-soviet-union-/,meter-false,"April 18, 2022",russia-ukriane
837,"Blinken, Austin trip to Kyiv may have been staged",Instagram posts,https://www.politifact.com/factchecks/2022/apr/28/michael-savage/us-cabinet-secretaries-did-visit-kyiv/,meter-false,"April 25, 2022",russia-ukriane
838,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",Instagram posts,https://www.politifact.com/factchecks/2022/apr/28/facebook-posts/no-nato-jets-didnt-destroy-russian-aircraft/,meter-false,"April 27, 2022",russia-ukriane
839,Photo of unbroken windows proves war in Ukraine is fake.,Instagram posts,https://www.politifact.com/factchecks/2022/apr/27/viral-image/no-photo-intact-windows-bucha-doesnt-prove-war-ukr/,tom_ruling_pof,"April 23, 2022",russia-ukriane
840,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,Instagram posts,https://www.politifact.com/factchecks/2022/apr/26/facebook-posts/viral-videos-falsely-claiming-ukraines-zelenskyy-u/,tom_ruling_pof,"April 23, 2022",russia-ukriane
841,A video shows the Russian warship Moskva exploding.,TikTok posts,https://www.politifact.com/factchecks/2022/apr/25/tiktok-posts/video-shows-norwegian-military-practice-shot-not-r/,meter-false,"April 14, 2022",russia-ukriane
842,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",TikTok posts,https://www.politifact.com/factchecks/2022/apr/22/facebook-posts/us-not-orchestrating-takeover-ukraine/,meter-false,"April 16, 2022",russia-ukriane
