,claim
6399,A video shows Ukrainian and Russian troops face to face
6400,The video shows explosions in Ukraine following the Russian invasion.
6401,Real footage of slain soldiers on both sides - Russia and Ukraine
6402,RUSSIAN & UKRAINE SOLDIERS ARE DANCING TOGETHER
6403,Ukraine's President Volodymyr Zelensky wearing uniform to fight Russia invasion in 2022
6404,Photo shows Ukrainian President Volodymyr Zelenskyy visiting front line troops during the February 2022 invasion by Russia.
6405,Photo shows child wounded in Russia invasion of Ukraine
6406,Russia has begun the process of invading Ukraine
6407,A photo shows a Russian jet going down in flames as it invaded Ukraine
6408,A video of military planes is recent footage from the Russian invasion of Ukraine.
6409,This video shows the Russian invasion of Ukraine in 2022
6410,Ukrainians pray in the snow ahead of Russian invasion
6411,This footage was taken during the 2022 Russian invasion of Ukraine
6412,The video shows the Russian invasion of Ukraine
6413,Live footage showing invasion of Ukraine
6414,A video of an air raid shows Russia invading Ukraine.
6415,"Russia invaded Ukraine. Kiev, the capital of Ukraine, echoed with explosions. The atmosphere of the third world war is going to be created. NATO allies and Russia have come face to face"
6416,Videos on social media claim to show the Russian invasion of Ukraine.
6417,Viral video claiming to show Russian invasion of Ukraine
6418,Video of explosions in the sky of Ukraine with the start of the Russian invasion.
6419,A video of military planes flying overhead is footage from the Russian invasion of Ukraine.
6420,This footage showing Russian planes is related to the 2022 war in Ukraine
6421,Video shows Russian invasion of Ukraine
6422,Video shows huge explosion in Ukraine after Russian invasion
6423,Russian plans in Ukraine
6424,A video shows Russian jets flying over Kyiv
6425,A video shows a recent explosion in Ukraine
6426,Videos show Ukraine being invaded by Russia.
6427,An image shows a Russian plane shot down by Ukraine
6428,“The United States has broken one of the most important geopolitical promises after the Cold War. … America made the promise to Russia against the eastward expansion of the North Atlantic Treaty Organization.”
6429,Video shows real footage from Russia-Ukraine conflict.
6430,"Pictures of Hezbollah forces training in the snow, before heading to Moscow to support Russia in its invasion of Ukraine."
6431,Video clip of explosions in Ukraine after the start of the Russian invasion.
6432,CNN reports Putin delays invasion until Biden sends weapons to Ukraine
6433,Putin decided to postpone the invasion of Ukraine in order to control the American weapons that would be supplied to it
6434,Ukrainian President Zelensky's family flees the country after the approaching Russian invasion.
6435,"""We are not planning to attack other countries. We didn't attack Ukraine in the first place.”"
6436,"According to American officials, Russia may invade Ukraine within the next 24 to 48 hours."
6437,Picture shows Putin wearing a body armor. During the invasion of Ukraine in 2022?
6438,"Ukrainian President Volodymyr Zelenskyy said, ""The U.S. will have to send their sons & daughters to Ukraine to fight."""
6439,"Volodymyr Zelensky ""calls for preventative nuclear attack against Russia.”"
6440,"President Joe Biden said: “The idea that we’re going to send tanks to Ukraine, that’s called World War III.”"
6441,"""The United States and its allies ... have begun to supply heavy offensive weapons, openly calling on Ukraine to seize our territories."""
6442,"""These attempts (to isolate Russia) are futile. These vain attempts by our Western colleagues have not found any material embodiment."""
6443,“Washington has never hesitated to use force under fabricated pretexts … using false claims to justify its actions such as the need to protect the lives and well-being of U.S. citizens.”
6444,Fifty-five thousand Russian troops have lost their lives fighting in Ukraine.
6445,Russia announced that it will invade a territory of the United States.
6446,"""Gas prices are skyrocketing because of D.C. bureaucrats' war on American energy production."""
6447,"Russian cosmonaut Yuri Gagarin, the first human who explored outer space, has been stripped of his honours by the US-based ‘Space Foundation’ amid ongoing Russia’s invasion of Ukraine"
6448,Have over 150k Ukrainian troops been killed in Russia conflict?
6449,“The U.S. is the one who started the Ukraine crisis and the biggest factor fueling it…”
6450,Latest news report of the ‘Republic Bharat’ channel informing the possibility of a ‘Dirty Bomb’ attack in the ongoing Russia-Ukraine war
6451,Did Zelensky say U.S. will send its kids to war for Ukraine?
6452,Does video show Ukraine drone dropping grenades on civilians?
6453,Photo shows child whose parents died in the war in Ukraine
6454,US aid to Ukraine is double expenditure for Afghanistan War
6455,Photos of an apartment building in Kyiv are evidence the war in Ukraine “is fake.”
6456,A video shows war between Russia and Ukraine
6457,A video shows soldiers destroying a Russian tank
6458,Video of a 'dead body' in Ukraine smoking a cigarette.
6459,Picture of a child injured in the attacks on Ukraine
6460,Recent heartbreaking video of Ukrainian soldiers
6461,Picture of the day: A man draped in the Ukrainian flag embraces a woman wearing the Russian flag
6462,https://www.facebook.com/parmeshorkobachan/photos/a.1874238336169393/4837433793183151/
6463,Video shows an emotional soldier recording a video during the Ukraine-Russia war.
6464,A video shows American soldiers parachuting into Ukraine
6465,Recent photo of two Ukrainian children sending off soldiers to fight the Russians
6466,Video of a Ukrainian girl standing up to a Russian soldier
6467,Photo of a girl crying beside a dead body from the recent Russia-Ukraine conflict
6468,Video of Russian soldiers saving a small child during the battle between the forces of Russia and Ukraine
6469,Visuals showing the Russia-Ukraine conflict
6470,Video shows live footage of war between Ukraine and Russia.
6471,The video compilation shows Ukraine-Russia war visuals.
6472,Fact Check: Do Photos of Busy Ukraine Beaches Prove There's 'No Warzone'?
6473,Footage of air raid by Russian forces on Ukraine
6474,Ongoing Russia – Ukraine conflict visuals
6475,“Independent journalists from many countries were fired for truthfully covering the conflict between Russia and Ukraine.”
6476,The calculations show a similar pattern in the dates on which the two World Wars and the Russia-Ukraine war began
6477,Video shows soldiers rescuing a child amid the ongoing Russia-Ukraine crisis.
6478,Modi called up Putin and Zelensky to halt Ukraine war for evacuating Indian students
6479,"Photo of Natasha Perokov, the Ukraine’s first female fighter pilot who died during the war with Russia"
6480,Putin has warned India against interfering in Ukraine conflict.
6481,Video shows Russian fighter jet being shot down by Ukraine forces
6482,Photo claiming to be aid work by ISKCON in Russia-Ukraine conflict
6483,“Opportunities to peacefully restore the territorial integrity of [Ukraine] through direct dialogue with Donetsk and Luhansk are still ignored.”
6484,Viral image shows two children 'paying their respect' to Ukrainian troops amid the ongoing Russia Ukraine troops.
6485,"Between the Russia-Ukraine Conflict, a young man wrapped in a Ukrainian flag hugs a girl wrapped in a Russian flag"
6486,Photograph shows people in Ukraine praying amid increased tensions with Russia.
6487,The video of the courage of the soldier who saved the life of the little girl is during the Russia-Ukraine Conflict.
6489,"""We can only - for a hundredth time - repeat that Russia is in no shape or form a party of the conflict"" in Ukraine."
6490,Putin warns India against interfering in Russia-Ukraine war
6491,Slogans of 'Modi-Modi' were raised in Pakistan's National Assembly for the safe evacuation of its citizens from Ukraine
6492,Fact Check: Did Biden Admit Ukraine Will Have to Cede Territory to Russia?
6493,Sikhs offering Langar in Ukraine amidst the ongoing Russia-Ukraine conflict
6494,Explosion in Ukraine led by Russia
6495,Video shows leaked footage of Russia Ukraine war.
6496,Images show Ukraine's President Volodymyr Zelenskyy joining troops amid Russia-Ukraine conflict.
6497,Video shows an aerial conflict between Russia and Ukraine
6498,"A post shared on Facebook claims that there is ""absolutely zero"" footage of the Russian-Ukrainian conflict."
6499,Image shows the Sikh community feeding people in Ukraine
6500,"“Russian muftis expressed support for the special operation in Ukraine and called it a forced preventive defensive measure, ‘based on the Holy Quran’.”"
6501,Recent painful photos from Ukraine
6502,Recent photo of Ukraine after the Russian attack
6503,Recent pictures of the Russia-Ukraine war
6504,Video of Russian helicopter being shot down
6505,Right now on west side of Kyiv. Under relentless airstrikes. #Russia #Ukraine
6506,"""It’s certainly hard to imagine someone spreading fake news about the death of a child."""
6507,"""All these statements can contribute to the destabilization of the situation … [by] the Ukrainian leadership, who on the sly, if you will, can decide to start a new civil war in their country and try to solve the problem of the southeast.”"
6508,Video shows the Ukrainian air defense system in action against Russia
6509,Photo shows a heart-breaking scene from Ukraine in 2022.
6510,Video shows Pak MPs praising Modi after Pakistani students used the Indian flag to escape from Ukraine.
6511,Footage of war casualties in Ukraine
6512,Video shows recent Russia-Ukraine conflict
6513,Recent Video of Russia-Ukraine Conflict
6514,Volodymyr Zelenskyy asked children from US to fight war for Ukraine against Russia.
6515,Ukrainian President Volodymyr Zelensky demanded the US to send their sons and daughters to fight Ukraine’s war against Russia.
6516,UK Home Office is seeking to return twins back home from the war in Ukraine
6517,War-dead in Ukraine resurrects on live stream
6518,The war in Ukraine is fake and this damaged building could not be repaired in a year
6519,"""Shocking evidence of ISIS involvement in the Ukrainian armed forces has emerged."""
6520,Marie-Agnes Strack-Zimmermann apparently wanted to send German soldiers to the war in Ukraine. This is shown by a statement from her in an ARD interview.
6521,"Almost 2,700 NATO soldiers and military trainers have died in Ukraine"
6522,"The amount the U.S. has spent in Ukraine is ""double the U.S. expenditure for its own war in Afghanistan."""
6523,Online video: See how cruel the Russian-Ukrainian war is...Look at the surveillance record of the Russian army during a street battle?
6524,"""We just don't have ammunition to send. We have reached the limit; our own reserves are rapidly coming to an end."""
6525,Russian player Daniil Medvedev was booed on the pitch because of the war in Ukraine
6526,Image shows a child survivor of the Ukraine-Russia war
6527,Merkel Spills Beans on How U.S. and NATO Partners Planned War in Ukraine Against Russia
6528,Ukraine's Military Has Totally Blockaded Russian Forces In The Donetsk Region
6529,Russia did not evacuate 800K residents from Crimea
6530,"Ukraine gave up nukes for Russia, U.S. security guarantees"
6531,A post shared on Twitter claims to show a fake dead body in the Russian-Ukrainian conflict.
6532,Pictures of simulated traumatic injuries for first aid training is proof the war in Ukraine is being staged.
6533,Zelensky dances with a rocket launcher during the war in Ukraine.
6534,Post Malone Was On Frontline With Wagner Troops
6535,Missile hit Poland instead of Kyiv after coordinates typo
6536,U.S. troops are on the ground in Ukraine
6537,War in Ukraine is staged.
6538,The war in Ukraine is staged.
6539,Fired Russian General's Body Found in Moscow River
6540,"""The BBC's Jeremy Bowen pretends to be on the front lines [of the war in Ukraine] as a woman looks on, apparently confused."""
6541,The video shows Russian tanks getting blown up by Ukrainians by using American missiles.
6543,The crash of the Su-34 in Yeysk is at least the tenth non-combat loss in Russian aviation since the beginning of the war in Ukraine
6544,Ukraine Missile Attack Destroys Russian Tanks On Crimea Bridge
6545,Image shows BBC reporter pretending to be on the front line in Ukraine
6546,Video Shows 'Putin's Double' Fighting on Ukraine Frontline
6547,The claim that the image is behind the scenes of a fiction shot showing the so-called 'Russia-Ukraine conflicts'
6548,Is Ukraine Military Aid Worth 86% of Russia's Defense Budget?
6549,"An image shows a BBC journalist as he “pretends to be on the frontline” of the war in Ukraine, with a woman standing casually behind him."
6550,Russia Sent XVI Century Imperial Cannon to Ukraine Front
6551,"Russia-Ukraine War, Russian army is moving to war to reinforce Ukraine."
6553,“The Islamic Republic of Iran considers reports about delivering drones to Russia for use in the Ukraine war ‘baseless’ and does not confirm them.”
6554,"In August 2022, 54 countries voted in favor of a resolution against the war in Ukraine and 139 rejected it."
6555,A photo of Chinese and Russian soldiers shows that the CCP sent special forces to join the war in Ukraine in the name of volunteers to aid Russia.
6556,"The real reason for the Ukraine war is that President Zelenskyy sold 17 million hectares of agricultural land to Monsanto, DuPont, and Cargill."
6557,Image showing Vladimir Putin on vacation during Russia's war on Ukraine.
6558,Demonstration against the NATO summit and against the war in Ukraine
6559,"Elena Rybakina burst into tears, in the middle of a press conference, after being inundated with questions from journalists, particularly about the war in Ukraine."
6560,“Western sanctions on Russia worsen global food crisis: Russian Deputy PM”
6561,"""Inês Sousa Real said that the war in Ukraine is a good thing because it raises the price of fish and meat, turning them into products that are out of reach for the masses, which reduces animal suffering""."
6562,A Scene of Russian Kinzhal Missile Striking an Ukrainian Underground Arms Depot !!
6563,"The Philippines will ""take a neutral stance"" on the Ukraine-Russia war."
6564,"The Philippines will be ""neutral"" in the Ukraine-Russia war."
6565,“[T]he current situation with Ukraine grain has nothing to do with the food crisis.”
6566,"“Of course, this slows down the pace of the offensive, but it is being done deliberately to avoid civilian casualties.”"
6567,"""Independent journalists from many countries fired for reporting on the Russia-Ukraine conflict."""
6568,‘Not One Real Video Has Surfaced’ From 2022 Russia-Ukraine Conflict
6569,2022 Russia-Ukraine war video said.
6570,TG5 passes off images of a paintball match as footage from the war in Ukraine.
6571,The claim that the photo shows the US general captured in the Ukraine-Russia war
6573,"“[H]e publicly accused the Ukrainian army of chaos, looting and incompetence.”"
6574,"Russia-Ukraine situation: The Russian army captured two of the commanders of the ""Azov Battalion"" in Mariupol, Ukraine"
6575,This photo with overturned cars proves that the war in Ukraine was staged
6576,Image shows Russian plane shot down in Ukraine war
6577,Photo shows Russian fighter jet shot down in Ukraine
6578,“Russia is the only country that delivers direct humanitarian aid to people … Sometimes Russian humanitarian caravans are bombed with weapons that NATO supplies to Ukraine.”
6579,The images were taken recently in Mariupol during the Russian war on Ukraine and show a soldier removing the Ukrainian flag from a flagpole and raising the Soviet Union flag.
6580,Video Does Prove Government and Media Lies About War In Ukraine
6581,The death of Russian soldiers in the war in Ukraine is staged.
6582,"Online video: Putin talked about the return of Russia and Ukraine to China's large territory in the Far East after the war, incredible! Surprised by China's response?"
6583,Living protests in Europe in light of the Russian-Ukrainian war
6584,Tucker Carlson suggested photos of bodies in Ukraine could have been staged
6585,CNN telecasted footage of firefighters in Canada as Ukrainian war visuals
6586,Battle in a supermarket in France for sunflower oil as a result of the war in Ukraine
6587,A video shows Slovak lawmakers pouring water on the Ukrainian flag
6588,"""On the whole, the main goals of the first stage of the operation are completed. ... The Ukrainian air force and air defense systems are practically destroyed. … The country's naval forces have ceased to exist."""
6589,The war in Ukraine is rigged.
6590,"The Allegation that the Image Reflects the Moment of the Ukrainian Pilot, Who Performed Low Flight to Avoid Being Caught by the Radar During the Russia-Ukraine War, Collided with the Street Sign on the Road with his War Plane"
6591,The US will recruit women to take them to fight in the war in Ukraine
6592,This video shows a fake victim of the war in Ukraine
6593,"CNN report is “Obviously fake footage about the Ukrainian ‘war’."""
6594,"To those who believe or want to have people believe that the war in Ukraine began on February 24, 2022 with Putin's criminal attack and forgets the 16,000 dead in eight years in Donbass, the Minsk agreements on the autonomy of the Russian-speaking region betrayed by Kiev and other little things, I'll point out a little fact..."
6595,The news broadcaster CNN has issued recordings of a Serbian hotel as current recordings from the Russia-Ukraine war.
6596,Italian TV used movie scene to illustrate war in Ukraine
6597,Video shows anti-war protest in Russia after Ukraine conflict in 2022
6598,Video shows Russian attack on Ministry of Defence in Ukraine.
6599,The Simpsons predicted war in Ukraine.
6600,Russia Digging Mass Graves For Its Soldiers Amid the Ukrainian War? Video is Old
6601,A video clip from the Russian war on Ukraine.
6602,Journalists recycle images of 2020 Bergamo coffin trucks in articles about Kiev and the war in Ukraine.
6604,A video of fake victims of the war in Ukraine
6605,Recent video of the face-to-face peace talks held between Ukraine President Volodymyr Zelensky and Russian President Vladimir Putin
6606,CNN report Russia-Ukraine war Ukraine crisis may cause myocarditis?
6607,The claim that The Simpsons series knew about the Russia-Ukraine conflict in advance
6608,Italian TV channel used Deep Impact movie scene as coverage war in Ukraine
6609,Footage of Ukrainian War Is From 2022
6610,"Images show Russian-bombed Aleppo, Syria, and Kyiv, Ukraine"
6611,This is a video of the war in Ukraine in 2022
6612,Image shows elderly man with cat escaping Ukraine conflict
6613,The first Ukrainian female hunter pilot died fighting the ongoing Russia Ukraine war
6614,Fake war in Ukraine: the fake corpse appears in an expanse of bodies
6615,Ukraine displays the bodies of Russian war victims
6616,Video shows aerial combat during the war in Ukraine
6617,The Russia-Ukraine war video
6618,The first casualty of the Syrian regime forces during the Russian-Ukrainian war.
6620,Photo shows children in front of armored vehicles in the war in Ukraine
6621,purportedly shows combat footage from the war in Ukraine.
6622,The video shows actors staging the war in Ukraine in 2022
6623,Russian nuclear bombers land in South Africa amid Ukraine conflict
6624,Footage of a plane being fired at shows the war in Ukraine.
6625,TV showed fake dead as if he were a victim of the War in Ukraine
6626,Russian War In Ukraine RussianFrogfoot Eats Anti Air Missile Keeps Flying
6627,claims CNN aired a 7-year-old image of an explosion in its coverage of the war in Ukraine.
6628,"Shocking images from the war in Ukraine, they just forgot to warn the extras that the dead ""should not"" move."
6629,Ukraine War: Wounded war victims are made-up actors.
6630,Video shows Ukrainians faking injuries and creating anti-Russia propaganda during the war.
6631,Video shows Western media faking civilian deaths in the war in Ukraine
6632,Vladimir Putin Met Kim Jong-un amid the Russia-Ukraine conflict
6633,Image Shows Ukrainian Soldiers Praying During Russia-Ukraine Conflict
6634,Photo of players from Dynamo football club who wore military uniform to fight in the ongoing war in Ukraine
6635,"Net rumor: Kiev body bag ""resurrection of the dead"" has nothing to do with Ukraine war"
6636,Ukraine War Report Shows Fake Corpses
6637,The viral video of moving corpse shows a media report about the Russia-Ukraine war
6638,A video clip in which the thinker Noam Chomsky talks about the ongoing Russian-Ukrainian war.
6639,The video depicts recent demonstrations in Moscow protesting the war in Ukraine.
6640,Victims of the Russian war in Ukraine
6641,"Ukraine-Russia war is fake, in viral picture people are standing with fake rifles"
6642,"allegedly shows dozens of drones arranged to spell out the message ""Russian war ship? go f*ck yourself"" in the Ukrainian capital of Kyiv."
6643,A scene where a Canadian train transported military equipment 10 years ago is linked to the Russian-Ukraine conflict!
6644,This video is going viral on social media during the Russia-Ukraine conflict
6645,CNN misrepresented image of 2015 explosion as being from 2022 Ukraine war
6646,"Western media reported on the victims of the Russian-Ukrainian conflict, but the corpses in the live footage suddenly lifted the black cloth covering their faces"
6647,"In the Russia-Ukraine war, the Ukrainian soldier saved the girl's life"
6648,Ukrainian soldier saves girl's life in Russia-Ukraine war
6649,Live footage of war in Ukraine
6650,This video shows that the western media is misleading about the war in Ukraine
6651,"Zelenskyy, Putin Threatened To Send Troops To Ghana’s Border For ‘Jokes’ About Russia-Ukraine War"
6652,Images of civilians suffering during war in Ukraine
6653,Photo shows Sikhs offering food to people affected by the Ukraine conflict
6654,Russia stopped war for six hours for India to students to evacuate safely
6655,"Video shows 'dead Ukrainians' caught on camera, amid Russian war."
6656,Video shows Russian tank torched in Ukraine conflict
6657,The video shows how the media create reports from the Russian-Ukrainian war
6658,Video shows Ukraine conflict
6659,"The fierce battle between Russia and Ukraine, the picture that cannot be seen on TV"
6660,"Russia's strong warning to India as well, the President of Russia threatened that India should be ready to face the consequences if it comes in the way"
6661,Photo showing Air India plane to be the sole plane flying above the Russia-Ukraine war zone
6662,The claim that some recently shared images are from Russia-Ukraine conflicts
6663,Photos of shelling and exercises linked to the war in Ukraine
6664,"Anastasia Lena, the former beauty of Ukraine, entered the battlefield to fight the enemy, see #ukraine #Russia"
6665,Video shows massive explosion in Ukraine amid the ongoing Russian-Ukrainian conflict.
6666,“Accusing China of spreading disinformation related to Ukraine is in itself disinformation.”
6667,Video Of Soldiers Firing Weapons Is Related To Russia-Ukraine Conflict
6668,Video Containing Anti-Aircraft Shootings Against Warplanes Alleged to Belong to the Russia-Ukraine War
6669,A video of the Sukhoi 57 participating in the Russian war on Ukraine.
6670,Photograph shows children bidding farewell to Ukrainian forces amid recent war with Russia.
6672,"The photo of the bloody woman was not taken during the ongoing Russian-Ukrainian war, but four years earlier, after a gas explosion in a block of flats."
6673,"The film declares: The situation in Russia and Ukraine has changed dramatically, and Russia and Ukraine have started fighting."
6674,The online video claims that Ukraine and Russia will start fighting recently?
6675,"Online video: The latest news from Russia and Ukraine: The headquarters was taken down, the entire naval and air forces were wiped out, and there was a sudden explosion! The latest Russia-Ukraine battle situation is announced! Ukraine perish! The sea and air forces were wiped out! The frontline battlefield video is released."
6676,"The online video ""BREAKING NEWS C-RAM Russian & MIG-39 Ukraine""?"
6677,Image spread fake news about the Russia-Ukraine crisis in a video.
6678,The claim that the video shows the soldiers killed in the current Russia-Ukraine conflict
6679,Men seen in the video are Ukrainian soldiers saying goodbye to their wives before leaving for the war with Russians.
6680,Video shows Russian attack on Ukraine.
6681,"Video shows scenes from Kyiv, Ukraine as soldiers say goodbye before leaving for war."
6682,"“In accordance with Article 51 of Part 7 of the U.N. Charter … I have decided to conduct a special military operation. Its purpose is to protect people who have been subjected to scorn and genocide by the Kyiv regime for eight years. And for this purpose, we will strive to demilitarize and denazify Ukraine.”"
6683,Photo shows Russia's attack on Ukraine.
6684,Ukrainian soldiers crucify a Russian soldier alive and set him on fire during the current war
6685,Missiles launched from Porto Recanati - towards a possible Russia-Ukraine conflict.
6686,"Video Shows Conflict Between Russia,Ukraine"
6687,"The post shows Natasha Perakov, Ukraine's first fighter pilot who died in the ongoing war against Russia."
6688,Video shows Russian and Ukrainian soldiers in a one-on-one tug of war match.
6689,"""We are talking about aggressive statements in the media with threats of a missile strike on Russia and the start of full-scale hostilities."""
6690,The claim that the photo shows giant robot soldiers used in the Ukraine-Russia conflicts
6691,"“The militia did not bring down the Boeing, I know better than anyone. And there was nothing with which we could bring it down, at least before I left the territory of the DNR (Donetsk People’s Republic).”"
6692,"""Needless to say [the tanks in the Donbas] are not from Russia."""
6693,"“Dmitry Kiselyov has never expressed support for the directing of Russian forces to Ukraine... The EU Council did not provide information necessary to ensure [his] legal right to defense, since the accusations leveled were formulated in an unduly vague way.”"
6694,"Ukrainian citizens tied to poles, humiliated for refusing to join the war against Russia"
6695,Biden said sending tanks to Ukraine would be the start of World War III
6696,Did Biden say sending tanks to Ukraine would cause World War 3?
6697,"“The European Union, which participates in multi-billion-dollar financing and arms supplies to Ukraine, is thus trying to cover its own involvement in mass cases of war crimes committed by the Armed Forces of Ukraine.”"
6698,“Weapons being used for the war in Ukraine and Russia are equally beginning to filter to the region. This illegal movement of arms … continues to threaten our collective peace and security in the region.”
6699,"Ukraine is the money laundering and child sex trafficking ""capital of the world"""
6700,Ukraine’s emergency wartime payment is dependent on a citizen’s COVID-19 vaccination status
6701,A video shows 'crisis actors' pretending to be dead in Ukraine
6703,"Vaishali Yadav faked her location and made a video from UP, asking the government to evacuate her from Ukraine, only to defame the government."
6704,A corpse came back to life during live reporting of human catastrophe in Ukraine crisis by a Polish channel
