,claim
3994,"While previous clemency boards granted restoration of civil rights to thousands of Floridians,  ""so far this year, under this clemency board, four (felons) have gotten their rights back."""
3999,"""The Obama-Biden Administration did not conduct workplace raids—in fact, it ended them."""
4002,"Asked what his administration would be doing about ""the gun problem,"" said, ""We have done much more than most administrations. … We’ve done, actually, a lot."""
4003,"Says Kamala Harris oversaw a police department that was ""abusing people’s rights"" and that she did not ""disclose to defense attorneys"" when there was exculpatory evidence: ""She didn't do that. She never did it. And so, what happened? Along came a federal judge and said enough, enough, and he freed 1,000 of these people."""
4006,"Republicans ""are advancing federal judges who won't even say that Brown vs. Board of Education was properly decided."""
4008,"Says Section 1325 of U.S. immigration law was ""put into place in 1929, by a segregationist."""
4011,"Says ""I disagreed"" with President Obama’s Secure Communities deportation program"
4022,"In 2017, the first piece of legislation that Republicans passed ""made it easier for the mentally ill to purchase guns."""
4029,"Abortion providers perform almost 60,000 procedures in Texas every year."
4030,"Says that the George W. Bush administration in 2005 revived a long-standing law when it ""decided to charge those that crossed the border with criminal violations, rather than civil ones."""
4038,"""We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 — 47 days ahead of schedule!"""
4041,"""All of this work helped us increase graduation rates by 42 percent and substantially reduce the racial achievement gap."""
4045,"""Under any objective measure, our static compensation has failed to keep pace with economic realities."""
4047,"""#Broward elections department has a history of violating the law."""
4057,"""The Postal Service only gives tribal residents PO boxes. The Republican-controlled Supreme Court just said it’s totally okay for North Dakota to demand that ONLY residents with street addresses can vote. Native Americans were the last to get the right to vote, and now they are the first to lose it."""
4060,"Orange County ""released"" a sex offender instead of turning him over to immigration authorities - ""like a sanctuary city."""
4064,"""Missouri has the worst roads in the Midwest and nearly the worst roads in the country."""
4065,"Under Phil Bredesen, in sexual harassment cases, his administration chose ""to shred some of the documents so that women’s voices would never be heard."""
4069,"""President Trump continues to disrespect patriotic transgender Americans who want to serve their country."""
4070,"Says she is ""the only candidate for Senate who refuses to cut Medicare and Social Security or raise the retirement age."""
4072,"Claims that Democratic candidate for governor Matt Flynn ""told one child predator to ‘wait and see,’ when he should have turned him in to authorities."""
4073,"""Muslims in America have been subjected to more insults, attacks and hate crimes in the last two or three years than ever before, specifically more than after 9-11."""
4075,"""Every time they’ve done those border patrols, they’ve taken out people who have trafficked drugs. That’s the federal government’s role. They’re doing their job."""
4080,"Says Brett Kavanaugh ""has said the president shouldn't be investigated."""
4081,"""Every day over 450,000 Americans sit in jail not because they've been convicted of anything, but because they are too poor to pay bail & don't have high powered attorneys."""
4086,"""Since 2015, the City of Milwaukee has spent more than $22 million on settlements with litigants accusing police of misconduct."""
4088,"""Flint still doesn’t have clean water."""
4090,"""X marks the spot at every HCA location where (Gov. Rick Scott) probably defrauded taxpayers."""
4093,"""For what it would cost the (National) Guard to make just two arrests at the border, we could give a homeless veteran permanent housing for an entire year."""
4094,"Robert Mueller’s investigative team has ""13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans."""
4098,"We ""have laws on the books designed to prevent people with mental illnesses from getting firearms."""
4100,"Says Tim Burns and Rebecca Dallet ""have openly criticized laws signed by Governor Walker that they disagree with and are campaigning as activists who will implement their policies from the bench."""
4103,"""New Jersey police chief says black people ‘have no value’ and should all be executed."""
4104,"""In the current law, if you report harassment, you're the one that has to go into 20 hours of counseling before you can decide whether you were really harassed."""
4105,"""Simply being in this country without documentation is not a crime"""
4112,"""Our conservative Georgia values are under attack"" ... (People) are ""calling for the removal of George Washington and Thomas Jefferson statues."""
4116,"Says he ""made St. Petersburg the state's best maintained large sewer system in 2007."""
4121,"Says Dontre Hamilton ""was shot 14 times by police for resting on a park bench in Milwaukee."""
4131,"""Americans are 25x more likely to be shot & killed than others in developed countries."""
4133,"""In Florida felonies can be things like buying weed, tampering with an odometer or disturbing a lobster trap. So basically spring break."""
4134,"""You could lose your rights for life over something as simple as driving with a suspended license"" in Florida."
4135,"""It was a 100 percent lie that (Donald Trump’s) election unleashed anti-Semitism. … Hundreds of Jewish community centers had bomb threats called in. To the best of our knowledge to this day, 90 percent of them were called in by an American Jewish kid living in Israel, and the other 10 percent were a black radical who was trying to impress his girlfriend."""
4136,"""Michael Untermeyer has been a Democrat for more than 40 years."""
4141,"Says if a Florida bill (HB 697) punishing sanctuary cities becomes law ""it will be the only law of its kind in the nation."""
4142,"""As an undocumented immigrant, you do have constitutional rights here in the United States."""
4143,"""Unlawful presence (in the United States) is not a crime."""
4146,"""If you're in Texas, you have got to drive 120 miles to get an ID."""
4149,"""Tanzania farmers face 12 years in prison for trading seeds thanks to foreign aid."""
4152,"Says that in Texas, it’s ""already illegal to enter a bathroom to harm someone."""
4154,"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections."""
4158,"""Martin Luther King said our lives begin to end the day we become silent on things that matter."""
4164,"Says Indiana Gov. Mike Pence ""advocated diverting taxpayer dollars to so-called conversion therapy."""
4166,"""In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000."""
4173,"""(Deborah) Ross defends those who want to burn the American flag, and even called efforts to ban flag-burning ‘ridiculous,’ yet refused to help a disabled veteran fly the flag."""
4175,"Says Donald Trump ""doesn't believe in equal pay."""
4177,"In the Paula Jones case, Bill Clinton paid an ""$850,000 penalty."""
4178,"""Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what it’s for? House Bill 2."""
4181,"Says ""Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis."""
4185,"Says Israel profiles based on ethnicity and ""does it very successfully."""
4186,"""We had the Democratic Governors Association and the Obama political machine come into a Republican primary to try and rig the election by spending $1 million against me in the last couple of days."""
4187,"""Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it."""
4191,"The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration."
4192,"California’s Prop 60, which would require condom use in adult films, would put ""workers in the adult film industry at risk for lawsuits and harassment."""
4193,"""The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it."""
4194,"""It has been 269 days since (Hillary) Clinton has held a press conference."""
4195,"""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants."""
4197,"Says his father-in-law, former Gov. Linwood Holton, ""integrated Virginia public schools."""
4198,"""Interior deportations under Obama were down 40 percent and at a nine-year low."""
4199,"""We are the only industrialized nation that doesn't guarantee workers paid family leave."""
4206,"""If you're a terrorist you can't fly,"" but ""an assault weapon you can buy."""
4209,"""A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay."""
4211,"""Our population has grown from about 1 million in the 1970s to almost 7 million today."""
4214,"Trade deals are negotiated in ""secret"" and, unlike corporate interests, politicians never invite ""the leaders of the AFL-CIO or steelworkers or the mine workers to come in and sit down in these meetings."""
4216,"Says 80 percent of North Carolinians support ""the concept that men should not be in women’s restrooms, changing rooms, bathrooms, etc."""
4219,"""Kelly Ayotte has voted four times against the federal Paycheck Fairness Act."""
4220,"""We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns."""
4223,"Says Bernie Sanders ""wants higher standards for toy guns than real guns."""
4224,"""After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans."""
4226,"Stephen Zappala is ""the only DA in our state to convict an on-duty police officer of criminal homicide."""
4227,"""Texas has a higher incarceration rate than Russia or Iran."""
4228,"In 2006, Bernie Sanders ""voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants."""
4237,"""Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States."""
4238,"Regarding the USA Freedom Act, ""There is nothing we are allowed to do under this bill that we could not do before."""
4239,"""Most of the black scientists in this country don't come from schools like the University of Texas. They come from lesser schools."""
4242,"""Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, it’s even more -- almost $1,500 a year."""
4243,"The New York Police Department used to have ""surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out."""
4244,"""71% of WI’s roads are in poor or mediocre condition and 14% of WI’s bridges are structurally deficient or functionally obsolete."""
4246,"Texas legislation ""would allow… teachers to kill their students if they felt it was needed."""
4248,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person."""
4254,"""In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers – people with homicide convictions, who are here illegally."""
4255,"""Rhode Island will become just the second state to mandate the vaccine … and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people."""
4261,"""In a majority of states, you can now marry freely, but can still be fired for who you love."""
4262,"American schools are ""more segregated than they were in the 1960s."""
4263,"After a federal inquiry corroborated Hillary Clinton on Whitewater, ""the next day, there was nothing in the media about it."""
4265,"Greg Abbott ""activated the state guard to monitor"" Jade Helm 15 ""in case the troops try to impose martial law, disarm innocent Texans, and detain them in tunnels beneath closed Walmart stores."""
4267,"""In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000"" and ""in 2004 a plan to purge even more voters was headed off."""
4269,"""There is not a single documented case of abuse"" of the bulk metadata collection program."
4271,"The lack of an automatic braking system that could have prevented the Philadelphia Amtrak crash ""wasn't driven by a lack of funding. It just takes a while. They (Congress) just passed it in the recent past."""
4273,"Says Loretta Lynch’s nomination ""has been now sitting there longer than the previous seven attorney general nominees combined."""
4275,"""Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples — even if the Supreme Court strikes down Texas’ marriage ban later this year."""
4276,"Says Bill Clinton signed a law ""very similar to,"" and Barack Obama voted for a law ""something like,"" Indiana's Religious Freedom Restoration Act."
4277,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database."""
4278,"""Florida has a law like (Indiana's Religious Freedom Restoration Act)."""
4279,"Says Barack Obama voted for the ""very same language"" of Indiana's Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation ""doesn't have anything to do with this law."""
4282,"""(Jeb) Bush, not the State of Florida, decided which private emails to disclose."""
4283,"Today in Selma, Ala., ""the poverty rate is roughly nine times that of whites."""
4285,"""We live in the most incarcerated country in the world."""
4289,"Wisconsin requires, ""by law, a photo ID to vote."""
4291,"The United States is ""the only advanced country on Earth"" that doesn’t guarantee ""paid maternity leave to our workers."""
4293,"""There’s nothing in the [RhodeMap RI] plan that takes away local government control and local zoning control."""
4295,"In the U.S. agreement with the Cuban government, ""no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy."""
4298,"Democrats give ""Newports to the homeless to get them to the polls."""
4305,"Says Rick Scott ""pled the Fifth 75 times to avoid jail for Medicare fraud."""
4306,"Greg Abbott ""has campaigned with a sexual predator who has bragged about having sex with underage girls."""
4310,"Saturday Night Live executive producer ""Lorne Michaels could be put in jail under this amendment for making fun of any politician."""
4311,"""Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work."""
4315,"""The United States is the only industrialized country that does not guarantee paid time off to care for a new child."""
4324,"""The United States is the only developed country in the world without paid maternity leave."""
4328,"When Rick Scott ""was deposed in lawsuits about his company, he took the Fifth 75 times."""
4329,"Florida has ""the most errors and exonerations from death row."""
4333,"The U.S. Justice Department has ""taken on more than 100 voting rights cases since 2009."""
4334,"""When you get a commercial pilot’s license, you learn to communicate in English no matter where you are in the world."""
4335,"""On average, women make 77 cents for every dollar men make."""
4336,Says opposing the Paycheck Fairness Act is part of the Koch brothers’ agenda.
4341,"Charlie Crist ""raised taxes in 2009 and won't rule out raising taxes again."""
4345,"Says Rick Scott ""oversaw the largest Medicare fraud in the nation’s history."""
4346,"""Georgia’s civil forfeiture laws are among the worst in the country and the very worst in the South."""
4351,"Of the approximately 6 million disenfranchised felons in the United States, ""one-quarter are Floridians."""
4353,President Barack Obama’s judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the president’s supporters.
4358,"To comply with non-discrimination laws, the government is ""forcing people in business to make wedding cakes"" for anyone."
4361,"Says he would have ""almost twice the actual experience practicing law"" Greg Abbott did on becoming attorney general of Texas."
4364,"""The IRS has been specifically forbidden ...  from ever actually pursuing either civil or criminal remedies"" for people who don’t purchase health insurance."
4365,"Under economic sanctions, ""now Iran is suffering 30 percent inflation, 20 percent unemployment."""
4368,"""Rep. Frank Wolf voted to allow terror suspects to buy guns."""
4369,The number of African-American men in prison has increased fivefold since he left office.
4373,"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two."
4375,"""Over 12,000 school kids were arrested in Florida. It makes Florida the nation's leader in that area."""
4376,A provision of the Senate immigration bill would require you to have government permission to get a second job.
4377,"The federal Consumer Financial Protection Bureau is ""collecting financial information, monitoring financial information of millions of Americans"" without their knowledge and ""storing it for up to 10 years."""
4379,"""The president has had 1,540 of his nominations confirmed, only four defeated."""
4380,"""Georgia is nearly 50 percent Democratic and (the Republican majority) diminished our voting strength to 32 percent through gerrymandered maps."""
4383,"""Every major religion is opposed to same-sex marriage."""
4384,"""We're already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail."""
4386,"Says President Obama has cracked down ""on employers who are attracting undocumented immigrants and hiring them more than any previous president."""
4388,"""People want the minimum wage, they want marriage equality, they want women’s health care. There’s issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn’t. You’ve seen the actions he’s taken on them."""
4391,"""RIPTA has really some of the fullest buses for its transit agency size around the country."""
4392,"""The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent."""
4394,"""The IRS doesn't have to prove something against you ... you've got the burden of proof."""
4395,"""In 29 states in this country you can still get fired for not just being gay, but if your employer thinks you are gay."""
4398,"""Over half"" of science, technology, engineering and mathematics students ""receiving advanced degrees are not citizens of the United States of America."""
4402,"""Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review."""
4409,"Says the federal government is supporting a study in Hawaii to ""develop a menu for when we colonize Mars."""
4410,"""Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi."""
4411,"""You can't bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of what's going on,"" but ""you can bring a gun up there."""
4417,"""I was never against same-sex marriage."""
4418,There are twice as many gun shops as McDonald’s in the United States.
4420,"People committed involuntarily for 72 hours under the Baker Act will get their guns back ""automatically and immediately upon discharge....and their commitment is never entered into a background check database."""
4427,"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish."
4428,"Says Mitt Romney ""was director of a company that stole millions from Medicare."""
4430,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if they’ve appeared in court.
4434,"""Since 2000, only 10 cases of in-person voter fraud have been proven nationally."""
4442,"Says Barack Obama ""has deported more people than any other president in this country's history."""
4443,"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs."
4444,"By eliminating the public intervenor’s office, ""I was the first one to fire Kathleen Falk."""
4445,"Says U.S. Senate rival Tommy Thompson said he wants to ""do away with Medicare."""
4448,"""70 percent of the people who voted"" on June 5, 2012, ""just didn’t feel comfortable with the recall of the governor,"" weakening any idea that Wisconsin is ""fully behind this Walker agenda."""
4450,"Says, ""Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average."""
4452,U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.
4457,"Says Williamson County Attorney Jana Duty ""has never prosecuted a single adult felony case."""
4462,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act."""
4464,"""About 230,000 people that were on unemployment when I took office are not on unemployment now."""
4466,"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time."""
4467,Says Ted Cruz represents a Chinese company found guilty of stealing blueprints from an American manufacturer.
4470,"Says the Obama administration ""will no longer enforce the Defense of Marriage Act (DOMA)."""
4472,Says he and President Barack Obama have the same position on gay marriage.
4476,"""In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working."""
4477,"There are ""a larger number of shark attacks in Florida than there are cases of voter fraud."""
4480,"Mitt Romney ""supervised a company guilty of massive Medicare fraud."""
4481,"Says a federal judge in San Antonio ""issued a ruling that … not only could the students not pray at their graduation, if they used the word ‘benediction,’ the word ‘invocation,’ the word ‘God,’ asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail."""
4482,"""Most women, including 98 percent of Catholic women, have used contraception."""
4485,"""(Newt Gingrich) voted in favor of establishing the Department of Education, and yet he gets in a debate and says we should get rid of the Department of Education and send all the education issues back to the states."""
4486,"""While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions."""
4487,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials."
4489,"""Republicans are attempting to remove Barack Obama from Georgia’s Presidential Ballot in 2012."""
4490,"""In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married."""
4491,Says up to a quarter of African Americans don’t have government photo ID.
4496,"More Hispanics ""have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket."""
4497,"Under a Wisconsin bill, ""minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses."""
4499,"In Georgia, ""hard-earned lottery dollars are doled out to the scion[s] of wealthy families."""
4503,"Wisconsin bill ""grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products."""
4504,"Says he never called teachers ""thugs"" and has said nothing but ""great things"" about them during the fight over his curbs on unions"
4506,"""We have a $2 trillion to $3 trillion infrastructure deficit. We’ve got work that needs to get done. We’ve got people that want to go to work."""
4510,"One Wisconsin school district ""is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time."""
4518,"Says that voter identification laws ""keep poor people from voting, minorities from voting, the elderly from voting, students from voting."""
4520,"""Polls now show a majority of Catholics favor marriage equality."""
4525,"""Sherrod Brown was just voted two years in a row the most liberal senator in the United States of America"" and is more liberal than Sen. Bernie Sanders."
4526,"""By any measure, New Jersey has one of the most segregated school systems in the country."""
4530,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream."
4531,Says the state’s new collective bargaining law effectively eliminates police unions' ability to negotiate.
4533,"""Studies show that people that are on welfare are higher users of drugs than people not on welfare."""
4534,Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs.
4536,"It is estimated that Arizona ""has lost more than $100 million in hospitality industry revenues since passage of the Arizona immigration laws."""
4543,"In a lawsuit between private citizens, a Florida judge ""announced the decision was going to be based on Islamic Law."""
4551,"The state of Wisconsin pays plumbers, engineers and other attorneys ""much, much more"" than it pays attorneys to represent poor people."
4552,Says the majority of Americans support gay marriage.
4557,"A federal system that verifies employees are authorized to work in the U.S. is inaccurate ""anywhere from 50 percent all the way up to in excess of 80"" percent of the time."
4558,"Says some in Congress are trying ""to create a separate government for those with a drop of Native Hawaiian blood."""
4562,"For thousands of public employees, Wisconsin Gov. Scott Walker’s budget-repair bill would ""take away any say they have in the workplace, and eliminate their union."""
4563,"The Obama administration ""actually cut out the democracy in Egypt funds inside the State Department."""
4564,"""Between Austin, San Antonio, Houston and Dallas over 8,000 same-sex couples are raising children."""
4565,Says the foreman of the jury that convicted him was a Greenpeace activist.
4568,"Secure Communities ""has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security."""
4569,"""Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus."""
4574,"""Over half of the foreign-born population in Rhode Island is white."""
4576,Says Steve Spinnett has court judgments against him for trespass and harassment.
4577,"""Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts."""
4581,"The lawyer who brought the case against NationsBank said ""publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didn't know about the problems."""
4582,"Says ""John Loughlin voted to let people accused of domestic violence keep their guns."""
4584,"Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded ""means a truthful answer to the questions that (Rick Scott) was asked would incriminate him."""
4585,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain
4586,"In ad attacking Rick Scott, says three executives of the Columbia/HCA hospital chain he ran were indicted."
4589,"Jeff Weems' ""legal record is one of defending BP, Enron and just about every big oil company against the working man."""
4590,"""The Republicans have 2 percent of the Muslim vote.''"
4592,"""In Cobb County, every meeting opened with a prayer. The ACLU objected. Sued ... [Sam] Olens took on the ACLU and won!"""
4595,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for"
4603,"Elena Kagan ""has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues."""
4604,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly."""
4605,"""What the Arizona law does is make a state crime out of something that already is... a federal crime."""
4606,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person."""
4615,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care."""
4622,Obama used to be a lawyer for ACORN.
4626,"""The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case."
4628,"""Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed."""
4633,"""Obama taps porn lawyer for #2 at Justice."""
4637,"Barack Obama was ""a trial attorney for ACORN."""
4640,"John McCain ""took on the drug industry."""
4641,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically."""
4644,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation."""
4650,"""I helped to bring peace to Northern Ireland."""
4652,"""We have seen hate crimes skyrocket in the wake of the immigration debate."""
4656,"""You said you would vote against the Patriot Act, then you came to the Senate, you voted for it."""
4659,"""I have not changed my position on the (gay) marriage amendment or anything else related to marriage."""
4662,"""The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct."""
4666,"“Over the past 5 years, natural gas costs have gone up over 200%” in the United States."
4671,"As a mayor, ""John Fetterman chased down an innocent, unarmed Black man,"" wielded a shotgun and ""falsely accused the man, triggering a confrontation with police."""
4672,"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups."""
4679,“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”
4686,"The Supreme Court decision overturning Roe v. Wade ""made the United States an outlier among developed nations in the world"" on abortion rights."
4692,"""More people die from hands, fists, feet, than rifles.”"
4694,"""When we passed the assault weapons ban, mass shootings went down. When the law expired, mass shootings tripled."""
4695,"“Most of these killers tend to be 18, 19 years old.”"
4697,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns."""
4702,"“The Manhattan DA is actually proposing to downgrade armed robbery to a misdemeanor, and to stop prosecuting resisting arrest.”"
4706,"""48-Hour waiting periods limit crimes of passion and keep our communities safe.”"
4714,Chuck Grassley was “voting to slash Medicare” when voting against the debt ceiling bill.
4717,"Timothy Simpkins, a Black teen shooter, got 1 day in jail and $75,000 bail, while Kyle Rittenhouse, a white teen, got 2 months in jail and $2 million bail. “I think it’s pretty evident ... that white privilege is a myth.”"
4723,"Says U.S. left 33 Black Hawks to the Taliban, which has more than “85%” of all countries."
4740,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.
4742,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents."""
4743,These 11 mass shootings involved an AR-15-style weapon.
4744,"“Last week, the Colorado Supreme Court declared that Boulder’s AR-15 ban was unconstitutional. Today, there was a mass shooting in Boulder.”"
4754,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting."""
4757,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face."
4761,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people."""
4774,"Says Nate McMurray said that “gun owners are part of the most insecure and dangerous club on earth,” that “the NRA are homegrown terrorists,” and that “abortion opponents are the American Taliban.”"
4775,"“Cops in Norway: require 3 years of training, 4 people killed since 2002. Cops in Finland: require 2 years of training, 7 people killed since 2000. Cops in Iceland: require 2 years of training, 1 person killed since ever. Cops in the U.S.: require 21 weeks of training, 8,000+ people killed since 2001.”"
4788,"Says Joe Biden “attacked voters this primary,” saying “damn liar,” “full of s---” and “dog-faced pony soldier.”"
4790,"On key issues including taxes, health care, the Green New Deal, abortion, and guns, there is “no daylight between” Bernie Sanders and Joe Biden."
4791,Says Bernie Sanders “voted against the Brady Bill five times for background checks on people.”
4808,"Says Hillary Clinton ""threatened to bomb Iran — totally obliterate them — if she was president."""
4816,"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon."""
4818,"""People with pre-existing mental health conditions have access to firearms and not health care."""
4823,"""54 senators said, let's do background checks, let's get rid of assault weapons, and with 54 senators it failed because of the filibuster."""
4834,"""Criminals don’t go through (gun) background checks. I think it’s like 3% go through a background check."""
4836,"""There are more assault rifles, as I understand it, in the hands of private citizens than in the hands of the United States military. We're talking about 5 to 10 million assault weapons in the hands of private citizens."""
4838,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again."""
4842,"""No, that’s a mischaracterization of my thinking."""
4843,"Red-flag laws have been ""shown to reduce the number of suicides by firearms."""
4856,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads"""
4860,"""There was almost a 70 percent reduction in police-related shootings under my tenure because of training, supervision and policy decisions."""
4866,"Sen. Joe Manchin ""stands with Hillary Clinton and D.C. Dems on gun control, higher taxes, amnesty, and Planned Parenthood."""
4875,"Say a ""left wing extremist, chases down, rams car over Trump bumper sticker."""
4876,"Says Donald Trump contradicted his own administration when he said the decision to allow blueprints for 3D-printed guns to be distributed ""doesn’t seem to make much sense."""
4882,"Under Philip Levine, Miami Beach ""passed a resolution to ban assault rifles, which was not enforceable and never enforced. He passed a resolution to raise the minimum wage, which actually no one got the benefit of because it was not enforced."""
4883,"North Korea's history of international negotiations shows ""they'll take the concessions, they'll keep them in their pocket and then they won't deliver."""
4885,"""Trained police hit their targets less than 30 percent of the time."""
4888,"""In 2016, an officer was assaulted in America on an average of every 10 minutes."""
4892,"Says George Soros has ""unloaded a whopping $1 million to install his liberal puppets in positions of power"" in Texas this fall."
4893,"""All the things Patrick (Morrisey) is saying — (that I supported) Hillary Clinton, cap and trade, Planned Parenthood — PolitiFact went through each and every allegation and said, ‘False, False, False, False.’ """
4895,"""In Mobile, it’s something like, 1,700 families generate 80 percent of the crime. We know who those families are."""
4907,"""Florida is one of only 10 states that totally prohibit a (firearm) registry."""
4913,"Says NRA head Wayne LaPierre said, ""We believe in absolutely gun-free, zero-tolerance, totally safe schools. That means no guns in America’s schools. Period."""
4917,"""One-third of Floridians own guns. One-third."""
4918,"About 1.1 million people legally enter the U.S. each year as permanent residents -- ""65 percent of that is some kind of chain migration; 22 percent is diversity lottery, ‘asyling,’ refugees; only about 14, 15 percent has anything to do with work."""
