,claim
3971,Says “a rioter accidentally dropped” a riot manual with detailed instructions.
3972,"If President Trump decides to deploy the U.S. military domestically, he would be “mobilizing U.S. military troops on American soil for the first time since 1807.”"
3973,“The NAACP has endorsed me every time I've run.”
3974,George Floyd’s death and the ensuing protests were planned to introduce martial law and “purge” the United States.
3975,"The death of George Floyd was a ""staged event."""
3976,A photo shows Brian Kemp posing with Gregory McMichael.
3978,Politicians “receive full pay retirement after serving 1 term!”
3985,Says Nancy Pelosi was arrested after ripping a copy of the State of the Union speech.
3986,Photo shows Bernie Sanders at the 1969 Stonewall riots.
3989,"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him."""
3990,"A state senate bill would ""criminalize a father teaching his own son how to use a hunting rifle."""
3991,"Says justices of the peace in Texas are being asked to choose: ""give up your career or violate your religious beliefs"" and perform same-sex marriages."
3992,"""Ukraine blatantly interfered in our election."""
3993,"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity."""
3995,"""449,000 Californians turned down jury duty because they were not citizens… but they were registered voters."""
4004,"Democrats ""want virtual immunity for illegal aliens who have created horrible crimes and murder."""
4005,"Says the names of CNN anchors Chris Cuomo, Brian Stelter and Jake Tapper were on the flight logs of Jeffrey Epstein’s private plane."
4007,"Says Rep. Ilhan Omar, D-Minn., was ""speaking about how wonderful al-Qaida is."""
4012,Says Rudy Giuliani filed for Nancy Pelosi’s impeachment.
4015,"Says Nancy Pelosi said, ""Just because someone is here illegally doesn’t mean they broke any of our laws."""
4017,"""Donald Trump has been in public eye for over 30 years and he was never once accused of being racist by anyone until he decided to run against the Democrats."""
4019,"Says ""Nicolás Maduro is carrying out a genocide on his people."""
4020,"""The city of Minneapolis has set up a Sharia hotline for residents to report citizens who criticize Islam, in order to prosecute them for ‘hate crimes.’"""
4023,"""No, we do not have laws in place protecting babies who are born alive as the result of an abortion."""
4025,Says that the Council on American-Islamic Relations was founded in response to 9/11.
4027,"The Southern strategy is a ""myth"" that ""never happened."""
4028,"Says President Barack Obama once said, ""The American dream is to be Donald Trump"""
4031,"""The previous administration under President Barack Obama really was the first time that we didn’t ask a citizenship-type question … for the first time in a century, a citizenship question was not included in 2010."""
4032,"""Women in Virginia have been incarcerated at an increasingly high rate. It’s around (a) 300 percent increase in the past four or five years."""
4036,"""The Democrat(ic) position on abortion is now so extreme that they don’t mind executing babies AFTER birth."""
4039,"""In 1963 Bernie Sanders was arrested for throwing eggs at black civil rights protestors."""
4040,"Under New York's new abortion law, ""If the baby was born alive, they would just let the baby expire."""
4043,"""2,000 illegal aliens were arrested by ICE in 2017 for murders committed here in the United States!"""
4046,"""Broward County deputy says civil rights attorneys were handing out absentee ballots to inmates AFTER ELECTION?"""
4048,"Says Tony Thurmond was ""Reprimanded by the Obama Administration for failing to address widespread sexual harassment and assault in district schools."""
4049,"Says Tony Thurmond was ""sued by the ACLU"" for leaving students in unsafe conditions."
4050,Say Socialist candidate Norman Thomas said in 1944 that the Democratic Party had adopted the Socialist platform.
4052,"Says ""Ammar Campa-Najjar is working to infiltrate Congress"" and ""is being supported by CAIR and the Muslim Brotherhood."""
4053,"Says Dan Feehan ""would vote with Pelosi for open borders and amnesty, putting Minnesota families at risk."""
4054,"A photo shows a Mexican police officer ""brutalized by members of this caravan as they attempt to FORCE their way into Mexico."""
4061,"Says Patrick Morrisey undertook ""efforts to put educators in jail."""
4062,"""Every single Democrat in the U.S. Senate has signed up for the open borders, and it's a bill, it's called the ‘open borders bill.’"""
4063,"Says a bill co-sponsored by Sen. Claire McCaskill ""would give a free pass to any illegal immigrant who brings a child to the border."""
4067,"Says Richard Cordray’s ""plan would allow drug dealers to remain on our streets."""
4068,"Wisconsin is ""49th out of 50 states in infrastructure."""
4074,"Says he’s been Wisconsin secretary of state ""around 25 years."""
4077,"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump."
4083,"A Chinese proverb says, ""Those who say it can not be done, should not interrupt those doing it."""
4085,"Says ""Rosie O’Donnell apparently committed the same offense five times, five times, when she broke the identical law that Dinesh (D'Souza) was prosecuted for."""
4091,"Studies show ""the 2016 shooting and murder rate in Chicago cost us about $9.6 BILLION DOLLARS"" and ""the entire City budget for 2018 is $8.6 billion dollars. This math does not work, it is financially killing our city."""
4092,"The ""moon has more than 250 million citizens."""
4095,"The U.S. Supreme Court ruled that public school in the United States ""will not teach the tenets of Islam or Sharia Law."""
4096,"Rep. Pittenger is ""constantly rated as one of the most liberal Republicans in Congress."""
4097,"Says Sen. Bill Nelson ""hasn’t done anything on gun safety or school safety, and nothing on gun control."""
4102,"""Just in: 45 states just banned Sharia law"""
4106,"BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump"
4107,"Says a Washington Post reporter who broke news on Judge Roy Moore story has a criminal history of ""faking."""
4109,"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding."""
4110,"""Thomas Jefferson said, ‘Government that governs least governs best.’ """
4111,"Sen. Kirsten Gillibrand ""no longer supports the fight to combat the international delegitimization of Israel."""
4114,"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31."""
4115,"""Rosa Parks’ daughter praises (President Donald) Trump’s response to Charlottesville."""
4117,"Says Sen. Bill Nelson ""has aligned himself with communists and dictators,"" ""went to Venezuela to admire Chávez’s revolution"" and ""supports murderers."""
4119,"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents."""
4120,"Emails show Democrats, Hillary Clinton and George Soros instigated and orchestrated racial protests in Charlottesville by trying to ""control"" and keep people ""desperate."""
4123,"""In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept"""
4124,"""America has more people employed as tax preparers (1.2 million) than as police and firefighters."""
4127,"Says that Bill Clinton ""basically"" told then-Attorney General Loretta Lynch in 2016 that ""we killed Vince Foster."""
4130,"Says Loretta Lynch was part of ""a stunning collection of calls to violence and murder from the intolerant, unhinged leftists in the Democrat party."""
4139,"""It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests."
4145,"Says Tammy Baldwin ""wants to require children starting at age 5 to learn about gay sex!"""
4147,"""If Governor Cooper's proposed bill for repealing HB2 becomes law, it will create a state-sanctioned 'Look But Don't Touch' policy in our bathrooms."""
4148,"Says there is a ""new law now charging all protesters with terrorism."""
4150,"Says a video shows ""Coretta Scott King thanking Jeff Sessions for Rosa Parks library."""
4155,"The inauguration of Donald Trump ""will be the first one that I miss since I've been in Congress."""
4157,"Say first grandma Marian Robinson will get a $160,000 annual pension for life when President Barack Obama leaves office."
4159,"Says President Barack Obama ""has not condemned"" shootings targeting police."
4161,"""House Democrats strike to implement Sharia law!!"""
4162,"In Wisconsin, ""300,000 voters were turned away by the state’s strict voter ID law"" in the 2016 presidential election."
4167,"There was ""serious voter fraud"" in New Hampshire."
4168,Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.
4169,"Margaret Sanger ""wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman."""
4172,"""The Democrats are very sly. … (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, they’re busing them in all over the place."""
4176,"The ""left"" is blatantly attempting to disrupt Georgia’s elections."
4179,"""Of course, there is large scale voter fraud happening on and before election day."""
4180,"""Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined."""
4184,"""Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed ‘watered-down’ HIV/AIDS drugs to patients in sub-Saharan Africa."""
4196,"Says the U.S. election system is ""rigged."""
4200,"Says Rep. Tammy ""Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS."""
4204,"Says Mark Kirk ""called for the mass arrest of 18,000 African Americans"" and ""was apparently fine with Trump’s #StillTooRacist call for mass deportation."""
4208,"Says Hillary Clinton’s ""State Department blocked investigation into Orlando killer’s mosque."""
4210,"Says Nevada lawmakers voted to allow teenaged boys to ""shower with your teenaged girls in public school locker rooms."""
4213,"It ""is Hillary Clinton's agenda"" to ""release the violent criminals from jail. She wants them all released."""
4215,"""We've already lost $500 million in economic impact"" from HB2 fallout in North Carolina."
4217,"""The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal."""
4221,"""The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes."""
4222,"Florida’s regulations on the payday lending industry are ""stronger than almost any other state."""
4225,"""We have not taken away any rights that have currently existed in any city in North Carolina"" with the passage of HB2."
4231,"Martin Luther King Jr. ""was a Republican."""
4232,"Says Virginia Del. Mark Cole ""wants schools to check children’s genitals before using bathroom."""
4234,"A Trump television ad shows Mexicans swarming over ""our southern border."""
4235,"""Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent"""
4236,"Says U.S. Rep. Ted Yoho said ""African Americans should only be given three-fifths of a vote."""
4241,"""The Family Research Council, according to some government agencies, is a terrorist group."""
4247,"The gun industry is ""the only business in America that is wholly protected from any kind of liability."""
4251,Says the case of a Texas judge who refused to perform heterosexual weddings exposes a double standard in the case against Kentucky clerk Kim Davis.
4258,"""The law says ... when a police officer stops you, do whatever he says and then deal with it later."""
4259,"""House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers."""
4260,"Muslims ""attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas."""
4266,"""The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state."""
4268,"The USA Freedom Act undercuts privacy because ""the phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government."""
4270,"Says Marco Rubio said that ""felons should not have their voting rights restored"" but that ""convicted felons should be allowed to own guns after they have done their time."""
4274,"Says ""all my grandparents"" immigrated to America."
4281,"Says ""Jeb Bush has released 10 percent of his emails."""
4287,"A Texas law says ""that you can’t shoot bears out of the second floor of a window."""
4288,"""Sheriffs Call For Obama’s Lynching While Leader Meets With GOP Senators"""
4290,"The U.S. unemployment rate has ""been massaged, it’s been doctored."""
4292,"Polls on legalizing same-sex marriage ""are not dramatically changing."""
4296,"Austin mayoral candidate Steve Adler has ""never been active in anything that has to do with City Hall."""
4302,The U.S. Supreme Court struck down Wisconsin's photo ID election law
4307,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible credit and more."
4308,"A Scott Rothstein victim says that he was ""swindled"" by Charlie Crist."
4312,"Thomas Jefferson said, ""That government is best which governs the least, because its people discipline themselves."""
4314,"At ""least a quarter of those apprehended"" at the border ""have criminal records."""
4319,"President Barack Obama’s latest executive order ""mandates the apprehension and detention of Americans who merely show signs of ‘respiratory illness.’ """
4320,"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively."""
4323,"The ""9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority."""
4326,"The decision to cancel the trademark of the Washington Redskins ""is not the Patent and Trademark Office. This is Barack Obama."""
4327,"Barack Obama is the ""first president to file lawsuits against the states he swore an oath to protect."""
4330,"Says Rep. Justin Amash ""votes more with the Democrats than with the Republicans."""
4347,"Says Debo Adegbile ""was nominated to serve as a judge on the U.S. Circuit Court of Appeals"" and ""was abruptly withdrawn by the administration."""
4348,"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate."""
4355,"A judge's order means there's a ""Constitution exemption zone"" if you live ""within 100 miles of the United States border."""
4357,"""Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker."""
4359,"""By the word religion in the First Amendment, the founders meant Christianity."""
4360,"The Employment Non-Discrimination Act ""discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom."""
4362,"Gov. Charlie Crist ""sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history."""
4367,"""Obamacare will question your sex life."""
4370,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.
4378,"""In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday."""
4381,"Says in Texas ""it's legal to shoot someone who's committing a ‘public nuisance’ under the cover of dark."""
4387,"""There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings."""
4397,"""Science has not shown greenhouse gases to be a problem."""
4399,"Says a gun bill before the Senate ""is proposing the universal registration of all firearms and their owners."""
4401,"""Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June."""
4405,The Air Force wants taxpayers to fund a fantasy football league.
4406,"Of every ""three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor."""
4408,"""The incidents of threats against (President Barack Obama) are greater than for any other president in modern times."""
4419,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs."""
4422,"Members of Congress ""specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment"" ... (and) from the healthcare reform."""
4423,"""Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!"""
4425,"""If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for ""violations’."""
4426,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic group."""
4431,"Gov. Nathan Deal ""has taken at least $15,600 from the (Koch brothers), their businesses, and their employees."""
4433,"""Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles."""
4439,"""13,000 Floridians are able to vote -- but their governor won't tell them."""
4441,"Says the federal government ""mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security."""
4449,"Tim Kaine urged ""$500 billion in Medicare cuts."""
4451,"Decriminalizing marijuana ""will save the state anywhere from $4 (million) to $11 million dollars."""
4453,"Under Florida’s voting law, a requirement to turn in voter registrations within 48 hours ""makes it impossible to meet the deadline if you’re working right to the end of the week."""
4455,"Homosexual behavior ""cuts your life by about 20 years."""
4456,"Ted Cruz ""helps run two national organizations that have been leading the push to give amnesty to illegal immigrants."""
4459,"Gov. Scott Walker is helping pay for the criminal defense of a man accused of ""boy rape."""
4460,Says Mitt Romney would deny gay people the right to adopt children.
4465,"""Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day."""
4468,"""The ACLU has filed a suit to end prayer from the military completely."""
4469,"About 78 to 81 House Democrats ""are members of the Communist Party. ... It’s called the Congressional Progressive Caucus."""
4471,"A bill that could restrict free speech when the president is nearby was signed by President Barack Obama ""in secret."""
4474,"""Today, you can't rely on (the retirement fund for public employees), it's not funded."""
4478,"About 800 people refused to get a drug screening because they are ""out there on drugs."""
4483,"""Martin Luther King was a Republican."""
4484,"""Eric Holder is supportive of the NAACP's efforts to get the United Nations involved in our elections."""
4488,"""[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines."""
4500,"""If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it."""
4501,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.
4502,"The newly created state Immigration Enforcement Review Board ""can actually prosecute, and get them [violators] into jail, if we bring in the attorney general."""
4507,"""Florida is the first state requiring drug testing to receive welfare!"""
4509,"Says ""We do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly."""
4512,"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are ""socialists who are openly serving in the U.S. Congress."""
4513,Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.
4514,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists."
4515,"Say New Jersey Reps. Donald Payne and Frank Pallone are ""socialists who are openly serving in the U.S. Congress."""
4516,"Say Oregon Reps. Peter DeFazio and Earl Blumenauer are ""socialists who are openly serving in the U.S. Congress."""
4519,"""One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District."""
4521,"""If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed."""
4522,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years."
4527,Says he can’t release his internal affairs record because there are Attorney General guidelines in place protecting it.
4529,"The ACLU didn't call for an investigation (of the Newark police department), they called for an immediate federal monitor."
4532,"By advocating new requirements for voters to show ID cards at the polls, Republicans ""want to literally drag us all the way back to Jim Crow laws."""
4539,"""Very, very, very few people get a pat-down"" when they go through airport security."
4540,"Says judges are using Shariah law in Dearborn, Mich."
4541,"""The people of Rhode Island don't want same-sex marriage."""
4542,"""A [bank] surveillance camera capturing a criminal’s face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers."""
4545,"""A $250 fine if you're caught with a plastic bag coming out of a store. Plastic bag police anyone?"""
4548,Says Supreme Court candidate JoAnne Kloppenburg’s record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.
4549,"Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm."""
4550,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies."
4553,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs."
4555,"Says Sheldon Whitehouse said on Senate floor: ""Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist."""
4556,"""The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things I’ve said publicly all along"" about the Wisconsin budget debate."
4559,"Says under his budget-repair bill, ""collective bargaining is fully intact."""
4560,"Wisconsin Gov. Scott Walker’s move to limit collective bargaining rights has led to ""riots"" at the Capitol -- ""It's like Cairo has moved to Madison these days."""
4561,"""Despite what you may have heard about Wisconsin’s finances, Wisconsin is on track to have a budget surplus this year."""
4566,"Fox News ""said the New Black Panther Party decided the election for Barack Obama."""
4567,"""In the past, President Obama has refused to meet with representatives from Cuban exile organizations."""
4570,Members of Congress and their families and staff are exempt from repaying student loans.
4571,"Wisconsin’s lawsuit rules are so anti-business that the state’s system is ""one of the most promiscuous"" in America."
4573,"Sheldon Whitehouse and 18 other senators ""voted to censor the internet."""
4575,"""It’s gotten to a point where the average federal worker makes twice as much as the average private sector worker."""
4578,"""Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends."""
4579,"Says Republican candidates in Oregon are ""advocating violence"" against gays."
4583,"""We haven't yet taken out a negative ad."""
4587,"Arkansas Democratic congressional candidate Chad Causey ""was a Washington, D.C. bureaucrat."""
4588,"Candidate for governor Roy Barnes has been ""fighting hard"" to let illegal immigrants vote."
4591,"""Reporters have uncovered another Scott company accused of criminal acts. But Scott won't come clean."""
4596,"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation"
4597,"""Ken Hodges badly botched this investigation and, as a result, justice wasn't done in this case."""
4599,"Thurbert Baker kept a teen in jail ""who didn't even commit a felony."""
4607,"""When you look at the nearly 150 men and women who have served us on the Texas Supreme Court, more than half of them had zero prior judicial experience."""
4608,“This race will be the Democrats’ top target this November.”
4609,"Charlie Crist ""worked with Acorn"" to give felons voting rights."
4610,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse."""
4613,"""We've excluded lobbyists from policymaking jobs."""
4614,Says Bill White is for gay marriage.
4617,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus."""
4621,"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors."""
4624,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'"""
4631,"""AIG insures the pension trust of the United States Congress!"""
4632,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study."""
4635,"""Barack Obama has consistently voted against tougher penalties for criminals."""
4636,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration."""
4639,"Holding up a BlackBerry, McCain campaign adviser says, ""you’re looking at the miracle John McCain helped create."""
4642,"Barack Obama ""rejects everyone white, including his mother and his grandparents."""
4647,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project."""
4653,"""Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent."""
4661,"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language."""
4663,The FBI took over the investigation into the attack on Paul Pelosi because San Francisco authorities weren’t sticking to Nancy Pelosi’s talking points.
4664,"""Raphael Warnock and Stacey Abrams are radical communists and, if they get their way, gun owners here in Georgia will be completely disarmed."""
4665,"At the Pelosi house, “the glass it seems was broken from the inside to the out, so it wasn’t a break-in, it was a breakout.”"
4667,"Video footage showing Chuck Schumer and Nancy Pelosi hiding on Jan. 6, 2021, shows the U.S. Capitol attack “was a setup.”"
4668,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.
4669,"“America now has a government that forbids border agents from using deadly force, but is training IRS agents to use SWAT-team tactics on law-abiding citizens.”"
4673,Video shows former President Barack Obama sharing how to mislead the public.
4675,Video shows Ron DeSantis arguing with Sean Hannity
4676,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”
4677,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!"""
4678,"A ""Delta Force” seized a shipment of weapons headed to the IRS."
4680,"Nancy Pelosi and Democrats ""want to turn 150 million Americans into felons overnight"" with HR 1808."
4682,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset."""
4683,“Biden threatens to assassinate Ukraine president.”
4684,"Shooter in Highland Park, Illinois, “bought the gun illegally.”"
4685,This is the 911 call placed by the migrants trapped in the truck found in San Antonio.
4687,"“U.S. House of Reps. votes 226-194 to criminalize disassembling, cleaning, and re-assembling your gun without a firearm manufacturer’s license, including 8 Republicans!”"
4688,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine"""
4689,“Not a single person in the crowd on January 6 was found to be carrying a firearm. Not one.”
4690,"The Jan. 6, 2021, attack on the U.S. Capitol “was a dust-up.”"
4691,The U.S. Justice Department “conservatively estimated that guns are used 1.5 million times per year to save lives.”
4693,“There hasn't been a single of these mass shootings that have been purchased at a gun show or on the internet.”
4696,"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified."
4698,Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”
4699,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”
4701,Jan. 6 defendants “are being held in prison without being charged.”
4703,U.S. has biological weapons labs in Ukraine.
4704,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world."""
4705,Russia is targeting U.S. biological weapons labs in Ukraine invasion.
4707,“We all know China created COVID.”
4708,“Joe Biden uses the ATF to illegally track your gun transactions.”
4709,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.
4710,"""Since 2000, the Department of Defense and the Department of Energy have been spraying the entire United States sky with the toxic brew of chemicals and other biologic agents."""
4712,A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.
4713,“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”
4715,Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.
4718,"“The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.”"
4719,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens."
4720,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”
4721,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.
4722,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959.
4724,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.
4727,"Says Emmanuel Macron said, “I no longer have any intention of sacrificing my life, my time, my freedom and the adolescence of my daughters, as well as their right to study properly, for those who refuse to be vaccinated.”"
4729,“President Biden says he wants to ban handguns.”
4730,“There were no guns whatsoever” at the Capitol riot on Jan. 6.
4731,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and “beat women and held guns to their pregnant bellies.”"
4732,AstraZeneca means “weapon that kills.”
4733,Video shows the Jan. 6 Capitol riot was a “completely peaceful protest.”
4734,"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”"
4735,Black Lives Matter protest at Iowa Capitol was an “insurrection” like that on Jan. 6 at the U.S. Capitol.
4737,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal."
4738,"In this photo, “Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store”"
4739,Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”
4746,"“Trump assassination foiled, Deep State in panic mode!”"
4747,Says the Biden administration labeled Libertarians terrorists.
4748,"""China was behind the interference and the effort to overthrow our government and the election, election fraud."""
4749,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.
4750,"The woman killed during the Jan. 6 U.S. Capitol assault was shot by a Secret Service agent, not Capitol Police."
4751,"The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”"
4752,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves
4753,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”
4755,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.
4756,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”"
4760,"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police."
4762,"“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”"
4763,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”"
4764,“At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.”
4765,Says Jacob Blake “declared he had a gun in the car and was going to go get it” and was “brandishing” a knife
4766,“Jacob S. Blake is a Child (16 YO Girl) Rapist.”
4767,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.
4768,“QAnon violence! There is none.”
4769,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”"
4770,"“For the first time, the Honor Guard soldiers that march at the Tomb of the Unknown Soldier in Arlington Cemetery have been issued live ammunition.”"
4771,People carrying guns can’t wear face masks to protect against the coronavirus because it’s a “class 4 felony.”
4772,An image from the St. Louis protest is “what MSM (mainstream media) won’t show you. Peaceful demonstrator pointing weapon at homeowner.”
4773,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability."""
4776,“There were not chemical irritants” used to clear a crowd. Pepper balls are “not a chemical irritant.”
4778,"If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”"
4779,The novel coronavirus was “man-made.”
4780,Says President Donald Trump is “morbidly obese.”
4781,"Prominent Democrats were born in April 1948, ""nine months after"" a UFO crashed near Roswell, N.M."
