,Unnamed: 0,claim,truth_value,simple_sentence
3243,1131,'Captain Calamity’ Recognizes the Donetsk People’s Republic,meter-false,'Captain Calamity’ Recognizes the Donetsk People’s Republic
3244,1132,Armenia: General’s Allies Allow Prosecution After Party Leader Called Charges “Fabricated”,meter-false,Armenia: General’s Allies Allow Prosecution After Party Leader Called Charges “Fabricated”
3245,1133,Kremlin’s USA Really is ‘Waking Up America’ with Fake News,meter-false,Kremlin’s USA Really is ‘Waking Up America’ with Fake News
3246,1134,Russian Foreign Ministry Spreads Fake Margaret Thatcher Quote,meter-false,Russian Foreign Ministry Spreads Fake Margaret Thatcher Quote
3247,1135,FIFA2018: Russian Comedian Sings the National Team is “Sh-t”,meter-true,FIFA2018: Russian Comedian Sings the National Team is “Sh-t”
3248,1136,What Putin Says About Rights and Freedoms in Russia vs. the Facts,meter-false,What Putin Says About Rights Freedoms in Russia vs. the Facts 
3249,1137,Putin Says Russia Has Not Left the G-7 – Not True,meter-false,Putin Says Russia Has Not Left the G-7 – Not True
3250,1138,"TASS Omits Key Comments by the Austrian Chancellor, Putting a Positive Russian Spin on His Meeting with Putin",meter-false,"TASS Omits Key Comments by the Austrian Chancellor, Putting a Positive Russian Spin on His Meeting with Putin"
3251,1139,Russian Citizen Fact Check: ‘Everything…is a Lie’,meter-false,Russian Citizen Fact Check: ‘Everything…is a Lie’
3252,1140,Russia-Linked ‘American’ Site Downplays Russian Connections,meter-false,Russia-Linked ‘American’ Site Downplays Russian Connections
3253,1141,Russia’s ‘Sunday News’ with Dmitry Kiselev Used Photoshop to Alter Kim Jong Un’s Smile in Meeting with Lavrov,meter-false,Russia’s ‘Sunday News’ with Dmitry Kiselev Used Photoshop to Alter Kim Jong Un’s Smile in Meeting with Lavrov
3254,1142,Russian Media: Actor Johnny Depp Had Car Accident and Paid Dates with 40 Girls While in Russia,meter-false,Russian Media : Actor Johnny Depp Had Car Accident Dates with 40 Girls While in Russia. Russian Media : Actor Johnny Depp Had Car Paid Dates with 40 Girls While in Russia. 
3255,1143,"What Do Russian Nationalists, Alex Jones and Roseanne Have in Common?",meter-false,What Do Russian Nationalists  Alex Jones Have in Common ?. What Do Russian Nationalists  Roseanne Have in Common ?. 
3256,1144,Russia Demands Release of Satellite Images That the U.S. Released 4 Years Ago,meter-false,Russia Demands Release of Satellite Images That the U.S. Released 4 Years Ago
3257,1145,"Duma Deputy Declares MH17 Investigation ‘Fake,’ Russian State Newspaper Takes it Back",meter-false,"Duma Deputy Declares MH17 Investigation ‘Fake,’ Russian State Newspaper Takes it Back"
3258,1146,Zakharova: Handbook for Journalists Covering World Cup is ‘More Russophobia’,meter-false,Zakharova: Handbook for Journalists Covering World Cup is ‘More Russophobia’
3259,1147,"Kurt Volker Said Ukraine Must Return Territory Via Diplomacy, Not Force",meter-false,"Kurt Volker Said Ukraine Must Return Territory Via Diplomacy, Not Force"
3260,1148,Sanctions and Counter-Sanctions: How Might They Affect the Supply of Nuclear Fuel from Russia to the United States?,meter-true,Sanctions : How Might They Affect the Supply of Nuclear Fuel from Russia to the United States ?. Counter-Sanctions : How Might They Affect the Supply of Nuclear Fuel from Russia to the United States ?. 
3261,1149,Can The U.K. Label Any Foreign Investment as ‘Dirty Money?’,meter-false,Can The U.K. Label Any Foreign Investment as ‘Dirty Money?’
3262,1150,"Putin: High Treason Charges Against Journalists ""Unprecedented."" Russian Journalist: ""Putin Lies""",meter-false,"Putin: High Treason Charges Against Journalists ""Unprecedented."" Russian Journalist: ""Putin Lies"""
3263,1151,NATO: No Alliance Service Members Killed in Eastern Ukraine,meter-false,NATO: No Alliance Service Members Killed in Eastern Ukraine
3264,1152,"Update: Putin Says Russian Life Expectancy is Up, But New Numbers Show Deaths Outpacing Births",meter-false,"Update: Putin Says Russian Life Expectancy is Up, But New Numbers Show Deaths Outpacing Births"
3265,1153,RT: OPCW Got its Chemical Weapons Samples from ‘Jihadists’,meter-false,RT: OPCW Got its Chemical Weapons Samples from ‘Jihadists’
3266,1154,Did Western Media Call Russia ‘the Last Hope of the West?’,meter-false,Did Western Media Call Russia ‘the Last Hope of the West?’
3267,1155,Ukrainian Veterans Did Not Threaten a Russian Diplomat,meter-false,Ukrainian Veterans Did Not Threaten a Russian Diplomat
3268,1156,"Moscow: Crimea is Russian, UN: It is occupied territory",meter-false,"Moscow: Crimea is Russian, UN: It is occupied territory"
3269,1157,"UPDATED: Thanking Putin, Serbian President Claims Serbs ‘Suffered the Most’ in Balkan Conflict",meter-false,"UPDATED: Thanking Putin, Serbian President Claims Serbs ‘Suffered the Most’ in Balkan Conflict"
3270,1158,"Sanctions on Russian Aluminum Do No Harm to a US Automaker, Despite Russian Claim",meter-false,"Sanctions on Russian Aluminum Do No Harm to a US Automaker, Despite Russian Claim"
3271,1159,Novichok Poisoning: Russia’s Version #38 – False,meter-false,Novichok Poisoning: Russia’s Version #38 – False
3272,1160,"Putin Promises to ‘Expand Space of Freedom’ for Youth, But It’s Conditional",meter-false,"Putin Promises to ‘Expand Space of Freedom’ for Youth, But It’s Conditional"
3273,1161,"At his Inauguration, Putin Proclaims Peace and Prosperity, Both are Elusive",meter-false,At his Inauguration  Both are Elusive. At Putin Proclaims Peace  Both are Elusive. At Prosperity  Both are Elusive. 
3274,1162,Sputnik Says ‘No Racism in Russian Football.’ Black Players Disagree,meter-false,Sputnik Says ‘No Racism in Russian Football.’ Black Players Disagree
3275,1163,Pro-Kremlin Account Presents Ad Campaign as a Real Newspaper Story,meter-false,Pro-Kremlin Account Presents Ad Campaign as a Real Newspaper Story
3276,1164,"Medvedev: Calls Russia's GDP Growth ‘Good,’ Yet it Remains in ""Stagnation""",meter-false,"Medvedev: Calls Russia's GDP Growth ‘Good,’ Yet it Remains in ""Stagnation"""
3277,1165,"Sputnik calls the April Missile Strikes on Syria Illegal, Many Experts Agree",meter-true,"Sputnik calls the April Missile Strikes on Syria Illegal, Many Experts Agree"
3278,1166,"Russian State Agency Files False Report that U.S. ""Banned"" Aid to Syria",meter-false,"Russian State Agency Files False Report that U.S. ""Banned"" Aid to Syria"
3279,1167,Updated: Russian News Uses Fake Photos and Distorted Interview on Chemical Attack,meter-false,Updated : Russian News Uses Fake Photos on Chemical Attack. Updated : Russian News Uses Distorted Interview on Chemical Attack. 
3280,1168,Russia is not worried about political turmoil in Armenia,meter-false,Russia is not worried about political turmoil in Armenia
3281,1169,Counter-sanctions: Will Russia Stop Supplying Rocket Engines to the United States?,meter-false,Counter-sanctions: Will Russia Stop Supplying Rocket Engines to the United States?
3282,1170,Russia Accuses the United States of “Genocide Through Sanctions”,meter-false,Russia Accuses the United States of “Genocide Through Sanctions”
3283,1171,OPCW Has UN Authorization to Inspect Alleged Chemical Attack Site,meter-false,OPCW Has UN Authorization to Inspect Alleged Chemical Attack Site
3284,1172,"Russian General's Claim of 71 Missiles Downed Countered by Experts, Evidence",meter-false,"Russian General's Claim of 71 Missiles Downed Countered by Experts, Evidence"
3285,1173,Sputnik and Zvezda Falsely Claim Hitler’s Mein Kampf is more popular than Harry Potter in Latvia,meter-false,Sputnik Falsely Claim Hitler ' s Mein Kampf is more popular than Harry Potter in Latvia. Zvezda Falsely Claim Hitler ' s Mein Kampf is more popular than Harry Potter in Latvia. 
3286,1174,Russian Central Bank: Impact of Sanctions Shows Russia Has an Open Economy,meter-false,Russian Central Bank: Impact of Sanctions Shows Russia Has an Open Economy
3287,1175,Did a Ukrainian Politician Really Say Ukrainian Troops Can’t Learn How to Use American Weapons?,meter-false,Did a Ukrainian Politician Really Say Ukrainian Troops Can’t Learn How to Use American Weapons?
3288,1176,"Russia Calls for 'Objective' Probe into Chemical Weapons Attacks, Even as it Blocks UN Action",meter-false,"Russia Calls for 'Objective' Probe into Chemical Weapons Attacks, Even as it Blocks UN Action"
3289,1177,"Russia Claims Sanctions Put Workers in 'Crosshairs,' US Aims at 'Oligarchs'",meter-false,"Russia Claims Sanctions Put Workers in 'Crosshairs,' US Aims at 'Oligarchs'"
3290,1178,Evidence Contradicts Russia's Denial of a Chemical Attack in Syria,meter-false,Evidence Contradicts Russia's Denial of a Chemical Attack in Syria
3291,1179,RT Distorts Disinformation Detective's Guide to Russian Trolls,meter-false,RT Distorts Disinformation Detective's Guide to Russian Trolls
3292,1180,Observers Disagree with Putin that 2018 Election Was the ‘Most Transparent and Clean’ Vote in Russian History,meter-false,Observers Disagree with Putin that 2018 Election Was the ` Most Transparent ' Vote in Russian History. Observers Disagree with Putin that 2018 Election Was the ` Most Clean ' Vote in Russian History. 
3293,1181,"As Baltic Leaders Meet Trump, Russia Accuses NATO of Crossing a ‘Red Line,’ Overlooking Russia’s Aggression",meter-false,"As Baltic Leaders Meet Trump, Russia Accuses NATO of Crossing a ‘Red Line,’ Overlooking Russia’s Aggression"
3294,1182,"Kadyrov Claims his Foundation on the 'Front-Line' with the Russian Troops, 'Only Charity' in Syria",meter-false,"Kadyrov Claims his Foundation on the 'Front-Line' with the Russian Troops, 'Only Charity' in Syria"
3295,1183,RT Isn’t Going Off the Air Because of ‘Foreign Agent’ Designation,meter-false,RT Isn’t Going Off the Air Because of ‘Foreign Agent’ Designation
3296,1184,Maria Zakharova’s Freestyle Wrestling with the Facts,meter-false,Maria Zakharova’s Freestyle Wrestling with the Facts
3297,1185,"Despite Government's History in Disasters, Putin Says Trust 'Real Investigation'",meter-false,"Despite Government's History in Disasters, Putin Says Trust 'Real Investigation'"
3298,1186,UPDATED: Russian Ambassador Falsely Accuses the U.S. of Acting “Unlawfully” in Spy Expulsions,meter-false,UPDATED: Russian Ambassador Falsely Accuses the U.S. of Acting “Unlawfully” in Spy Expulsions
3299,1187,"Despite Denials, Links Between Cambridge Analytica and Russia Emerge",meter-false,Despite Denials  Links Between. Despite Denials  Cambridge. Despite Denials  Analytica. Despite Denials  Russia. Despite Denials  Emerge. 
3300,1188,It Was Not a Visit to Russia that Kept Sri Lankan Politico Out of US,meter-false,It Was Not a Visit to Russia that Kept Sri Lankan Politico Out of US
3301,1189,Ukrainian Pilot’s Suicide Wasn’t Connected to MH17 Case,meter-false,Ukrainian Pilot’s Suicide Wasn’t Connected to MH17 Case
3302,1190,Russian Media Cite Fake Election Observers,meter-false,Russian Media Cite Fake Election Observers
3303,1191,"Putin Documentary: Crimea -- What He Says Now, What Putin Said in 2008",meter-false,"Putin Documentary: Crimea -- What He Says Now, What Putin Said in 2008"
3304,1192,Ukraine’s Maidan Revolution Was Not a ‘Coup’,meter-false,Ukraine’s Maidan Revolution Was Not a ‘Coup’
3305,1193,UPDATED: Russia Falsely Denies Connection to the 'Deadliest' Poison Ever Made,meter-false,UPDATED: Russia Falsely Denies Connection to the 'Deadliest' Poison Ever Made
3306,1194,Russian Parliament Leaders Falsely Imply Powerful US Lawmakers Are Immune to Charges of Sexual Abuse,meter-false,Russian Parliament Leaders Falsely Imply Powerful US Lawmakers Are Immune to Charges of Sexual Abuse
3307,1195,"Russia Claims Poisoned Agent was 'Actually a British Spy,' Ignoring His Double Life",meter-false,"Russia Claims Poisoned Agent was 'Actually a British Spy,' Ignoring His Double Life"
3308,1196,Radio Liberty Isn't Undermining Russia's Presidential Election,meter-false,Radio Liberty Isn't Undermining Russia's Presidential Election
3309,1197,"The Kremlin, “Satan” and the State of Florida",meter-false,The Kremlin  `` Satan of Florida. '' of Florida. The State of Florida. 
3310,1198,Putin Sets Healthcare Spending Goals Above Recent Averages,meter-false,Putin Sets Healthcare Spending Goals Above Recent Averages
3311,1199,Update: Kadyrov's Press Secretary Accuses US Government of Conspiring against Chechnya,meter-false,Update: Kadyrov's Press Secretary Accuses US Government of Conspiring against Chechnya
3312,1200,Is the U.S. Evacuating IS Members from Syria?,meter-false,Is the U.S. Evacuating IS Members from Syria?
3313,1201,Updated: Putin’s Press Secretary Denies Syrian and Russian Bombing of Ghouta Killed Civilians,meter-false,Updated : Putin ' s Press Secretary Denies Syrian Bombing of Ghouta Killed Civilians. Updated : Putin ' s Press Secretary Denies Russian Bombing of Ghouta Killed Civilians. 
3314,1202,Updated: What Is the Connection Between the Wagner Group and the Russian State?,meter-false,Updated : What Is the Connection Between the Wagner Group ?. Updated : What Is the Connection Between the Russian State ?. 
3315,1203,"Russian Foreign Minister Calls Mueller Indictment 'Blabber,' Experts call it 'Absolutely Damning'",meter-false,"Russian Foreign Minister Calls Mueller Indictment 'Blabber,' Experts call it 'Absolutely Damning'"
3316,1204,"Zakharova Downplays Armed Clash with Americans in Syria, Kremlin-linked Audio Recordings Contradict Her Story",meter-false,"Zakharova Downplays Armed Clash with Americans in Syria, Kremlin-linked Audio Recordings Contradict Her Story"
3317,1205,Deripaska’s Lawyer: Navalny is Not the Defendant in the Suit,meter-false,Deripaska’s Lawyer: Navalny is Not the Defendant in the Suit
3318,1206,Ex-Finance Minister: Russian Share of Global Economy Shrinking,meter-true,Ex-Finance Minister: Russian Share of Global Economy Shrinking
3319,1207,Is the US Setting up an Alternative Government in Syria?,meter-false,Is the US Setting up an Alternative Government in Syria?
3320,1208,Lavrov: ‘Kremlin List‘ Could Have Been Done in Half an Hour,meter-false,Lavrov: ‘Kremlin List‘ Could Have Been Done in Half an Hour
3321,1209,Is the US More Concerned With Seizing Economic Assets than Fighting Islamic State in Syria?,meter-false,Is the US More Concerned With Seizing Economic Assets than Fighting Islamic State in Syria?
3322,1210,Is Russian Hacker Peter Levashov Being Mistreated in Connecticut Prison?,meter-false,Is Russian Hacker Peter Levashov Being Mistreated in Connecticut Prison?
3323,1211,Fake Russian Story Stokes Anti-Immigrant Fears,meter-false,Fake Russian Story Stokes Anti-Immigrant Fears
3324,1212,Russian Defense Ministry: Su-25 Downed in Syria Was on ‘Ceasefire Observance’ Mission,meter-false,Russian Defense Ministry: Su-25 Downed in Syria Was on ‘Ceasefire Observance’ Mission
3325,1213,Are Sanctions Aimed at Influencing Russia’s Domestic Politics?,meter-false,Are Sanctions Aimed at Influencing Russia’s Domestic Politics?
3326,1214,Sputnik and RT Coverage Minimizes Impact of 'Voters Strike' Protests,meter-false,Sputnik Minimizes Impact of ` Voters Strike ' Protests. RT Coverage Minimizes Impact of ` Voters Strike ' Protests. 
3327,1215,FIFA President Praises Russia for Doing “Everything for Fans” – Which Includes Forced Labor and Mass Killing of Stray Dogs,meter-false,FIFA President Praises Russia for Doing `` Everything for Fans '' -- Which Includes Forced Labor Killing of Stray Dogs. FIFA President Praises Russia for Doing `` Everything for Fans '' -- Which Includes Mass Labor Killing of Stray Dogs. 
3328,1216,Russia claims Fighter Jet Behaved in “Strict Compliance” with International Rule,meter-false,Russia claims Fighter Jet Behaved in “Strict Compliance” with International Rule
3329,1217,Vladimir Putin says US “Oligarchs List” sanctions Every Russian,meter-false,Vladimir Putin says US “Oligarchs List” sanctions Every Russian
3330,1218,"Turkish News Presents Video Game Footage as Combat Footage, Adopting Russian Technique",meter-false,"Turkish News Presents Video Game Footage as Combat Footage, Adopting Russian Technique"
3331,1219,Maria Zakharova Claims To Wear a Completely Made-in-Russia Outfit,meter-false,Maria Zakharova Claims To Wear a Completely Made-in-Russia Outfit
3332,1220,Does Putin Really Have the Support of Crimean Tatars?,meter-false,Does Putin Really Have the Support of Crimean Tatars?
3333,1221,"Russia Says It Enforces Sanctions on North Korea, But Reports Paint a More Complex Picture",meter-false,"Russia Says It Enforces Sanctions on North Korea, But Reports Paint a More Complex Picture"
3334,1222,U.S. Anti-Missile Defense System in Romania Under Siege… by Sheep,meter-true,U.S. Anti-Missile Defense System in Romania Under Siege… by Sheep
3335,1223,Russia Violated the 1994 Budapest Memorandum,meter-false,Russia Violated the 1994 Budapest Memorandum
3336,0,AFU soldiers fired on a car with a woman and a child for speaking Russian,meter-false,AFU soldiers fired on a car with a woman for speaking Russian. AFU soldiers fired on a car with a child for speaking Russian. 
3337,1,"""A concentration camp for those who do not want to fight Russia"" was organized near Odessa",meter-false,`` A concentration camp for those. `` A concentration do not want to fight Russia '' was organized near Odessa. 
3338,2,Ukrainian Recruitment Centers are heavily recruiting female chemists and biologists,meter-false,Ukrainian Recruitment Centers are heavily recruiting female chemists biologists. Ukrainian Recruitment Centers are heavily recruiting chemists biologists. 
3339,3,The UN Security Council “doesn’t care about the suffering of the people of Donbass”,meter-false,The UN Security Council “doesn’t care about the suffering of the people of Donbass”
3340,4,Brazilian volunteer beaten up in Ukrainian army trying to escape from position - video,meter-false,Brazilian volunteer beaten up in Ukrainian army trying to escape from position - video
3341,5,UK transfer of uranium shells to Ukrainian Armed Forces is “nuclear escalation and new...,meter-false,UK transfer of uranium shells to Ukrainian Armed Forces is `` nuclear escalation ... UK transfer of uranium shells to Ukrainian Armed Forces is `` new ... 
3342,6,"The UN recognized the ""war crimes of the Kyiv regime in Ukraine""",meter-false,"The UN recognized the ""war crimes of the Kyiv regime in Ukraine"""
3343,7,Ukrainian refugees burned 400-year-old hotel in England,meter-false,Ukrainian refugees burned 400-year-old hotel in England
3344,8,"""Atheistic"" Ukrainian authorities will ""close access to the relics of saints"" in the Kiev-Pechersk Lavra",meter-false,"""Atheistic"" Ukrainian authorities will ""close access to the relics of saints"" in the Kiev-Pechersk Lavra"
3345,9,"Court in The Hague ""acquitted"" the Russian army",meter-false,"Court in The Hague ""acquitted"" the Russian army"
3346,10,UOC-MP clergymen who came to Zelensky were kicked out with a “false” air raid alert,meter-false,UOC-MP clergymen. Came to Zelensky were kicked out with a `` false '' air raid alert. 
3347,11,"The Air Force of Ukraine declared the ""inefficiency"" of the MiG-29 from Poland and Slovakia",meter-false,The Air Force of Ukraine declared the `` inefficiency '' of the MiG-29 from Poland. The Air Force of Ukraine declared the `` inefficiency '' of the MiG-29 from Slovakia. 
3348,12,"Poland's actions only ""contribute to the destruction of the Armed Forces of Ukraine"" - American ""intelligence officer"" Ritter",meter-false,"Poland's actions only ""contribute to the destruction of the Armed Forces of Ukraine"" - American ""intelligence officer"" Ritter"
3349,13,Russian “evacuation” of Ukrainian children “is not a war crime”,meter-false,Russian “evacuation” of Ukrainian children “is not a war crime”
3350,14,"Instead of May 9, Ukraine introduces a new holiday - ""Victory over Muscovy""",meter-false,"Instead of May 9, Ukraine introduces a new holiday - ""Victory over Muscovy"""
3351,15,“He fell himself” - three fakes about the Su-27 attack on the American MQ-9 UAV,meter-false,“He fell himself” - three fakes about the Su-27 attack on the American MQ-9 UAV
3352,16,"There is a shortage of bread in Ukraine, which is why they started selling a “product” from stale leftovers",meter-false,There is a shortage of bread in Ukraine. There is a shortage of bread is why they started selling a `` product '' from stale leftovers. 
3353,17,"The US confirmed the work of ""secret biolaboratories"" in Ukraine",meter-false,"The US confirmed the work of ""secret biolaboratories"" in Ukraine"
3354,18,"US National Intelligence ""left Ukraine no chance"" in the Russian war",meter-false,"US National Intelligence ""left Ukraine no chance"" in the Russian war"
3355,19,Ukrainian soldiers burned Koran – video,meter-false,Ukrainian soldiers burned Koran – video
3356,20,Polish tour operators offer a special service – hotels “without Ukrainians”,meter-false,Polish tour operators offer a special service – hotels “without Ukrainians”
3357,21,A recruiting center in Poltava forged documents of a minor to send him to the front,meter-false,A recruiting center in Poltava forged documents of a minor to send him to the front
3358,22,Latvian cars donated to Kyiv are on sale,meter-false,Latvian cars donated to Kyiv are on sale
3359,23,"On the Church of the Kiev-Pechersk Lavra, “crosses turned black on the day of divine services of the OCU”",meter-false,"On the Church of the Kiev-Pechersk Lavra, “crosses turned black on the day of divine services of the OCU”"
3360,24,Ukraine dug a ditch near the border with Moldova to “stop the exodus of men from...,meter-false,Ukraine dug a ditch near the border with Moldova to “stop the exodus of men from...
3361,25,"President Biden at a closed meeting with congressmen recognized ""Putin's invincibility""",meter-false,"President Biden at a closed meeting with congressmen recognized ""Putin's invincibility"""
3362,26,"Ukrainian Foreign Ministry ""does not believe in the supply of Western aircraft"" to the Ukrainian Armed Forces",meter-false,"Ukrainian Foreign Ministry ""does not believe in the supply of Western aircraft"" to the Ukrainian Armed Forces"
3363,27,"For Biden's visit, Kyiv issued an order to gather people who ""will chant about ...",meter-false,"For Biden's visit, Kyiv issued an order to gather people who ""will chant about ..."
3364,28,Ukraine has brought European defense to a terrible state – Foreign Affairs,meter-false,
3365,29,Ukraine “refused to create a protective zone around the Zaporozhye NPP”,meter-false,Ukraine “refused to create a protective zone around the Zaporozhye NPP”
3366,30,The Armed Forces of Ukraine do not have the equipment to create full-fledged units - Forbes,meter-false,The Armed Forces of Ukraine do not have the equipment to create full-fledged units - Forbes
3367,31,"""We are tired of feeding this pig"" - a restaurant in Berlin launched an ad against...",meter-false,"""We are tired of feeding this pig"" - a restaurant in Berlin launched an ad against..."
3368,32,President of Latvia made Zelensky laugh with words about the victory of the Armed Forces of Ukraine,meter-false,President of Latvia made Zelensky laugh with words about the victory of the Armed Forces of Ukraine
3369,33,"The Germans ""opposed Ukraine's accession to NATO""",meter-false,"The Germans ""opposed Ukraine's accession to NATO"""
3370,34,"Ukraine is ready to ""militarily"" stop destabilization in Moldova - Danilov",meter-false,"Ukraine is ready to ""militarily"" stop destabilization in Moldova - Danilov"
3371,35,Ukraine “makes a dirty bomb” using California-252,meter-false,Ukraine “makes a dirty bomb” using California-252
3372,36,Israel banned the use of the Ukrainian flag,meter-false,Israel banned the use of the Ukrainian flag
3373,37,"Ukraine ""let slip"" about the preparation of the blockade of the civilian population of Crimea",meter-false,"Ukraine ""let slip"" about the preparation of the blockade of the civilian population of Crimea"
3374,38,Kyiv sends children to war – video,meter-false,Kyiv sends children to war – video
3375,39,"Ukraine will not be able to return the Crimea, - the former commander of the British contingent in Afghanistan",meter-false,"Ukraine will not be able to return the Crimea, - the former commander of the British contingent in Afghanistan"
3376,40,"Kyiv Will Shake Like Turkey, Seismologist Warns",meter-false,"Kyiv Will Shake Like Turkey, Seismologist Warns"
3377,41,A burial ground with the bodies of soldiers who fought in Ukraine was found in the Bogdanka coal mine in Poland,meter-false,A burial ground with the bodies of soldiers was found in the Bogdanka coal mine in Poland. A burial ground fought in Ukraine was found in the Bogdanka coal mine in Poland. 
3378,42,Authorities in Ukraine Plan to Mobilize NPP Workers – Document,meter-false,Authorities in Ukraine Plan to Mobilize NPP Workers – Document
3379,43,Zelensky “urged the US to send its citizens to fight for Ukraine”,meter-false,Zelensky “urged the US to send its citizens to fight for Ukraine”
3380,44,Zelensky's doppelgänger spotted during meeting with Biden in Kyiv,meter-false,Zelensky's doppelgänger spotted during meeting with Biden in Kyiv
3381,45,The US Consulate in Milan published a post “with the flags of Ukraine and Nazi Germany”,meter-false,The US Consulate in Milan published a post `` with the flags of Ukraine. The US Consulate in Milan published a post `` with the flags of Nazi Germany. The US Consulate in Milan published a post `` with the flags of ''. 
3382,46,"In Ukraine, the age limit for mobilization has been increased to 62 years",meter-false,"In Ukraine, the age limit for mobilization has been increased to 62 years"
3383,47,German tanks are painted with Nazi symbols before being sent to Ukraine,meter-false,German tanks are painted with Nazi symbols before being sent to Ukraine
3384,48,Wagnerites destroyed the first Leopard tank and its Polish-German crew,meter-false,Wagnerites destroyed the first Leopard tank. Wagnerites destroyed its Polish-German crew. 
3385,49,employees of the recruitment center in Nikolaev compete,meter-false,employees of the recruitment center in Nikolaev compete
3386,50,Air raid alert during Joe Biden's visit to Kyiv was turned on 'defiantly',meter-false,Air raid alert during Joe Biden's visit to Kyiv was turned on 'defiantly'
3387,51,Biden in Poland “promised hard times for Ukraine”,meter-false,Biden in Poland “promised hard times for Ukraine”
3388,52,Ukrainians Watch TV Less Often Due to Government Propaganda – Poll,meter-false,Ukrainians Watch TV Less Often Due to Government Propaganda – Poll
3389,53,The use of the Russian language in Germany has increased due to Ukrainian refugees,meter-false,The use of the Russian language in Germany has increased due to Ukrainian refugees
3390,54,“Ukraine will get nuclear weapons” and “USA will invade Crimea” – three Russian media fakes about...,meter-false,`` Ukraine will get nuclear weapons ... `` Ukraine will get '' ... `` Ukraine will get `` ... `` Ukraine will get USA will invade Crimea '' -- three Russian media fakes about ... 
3391,55,Ukraine is “preparing a provocation” to accuse Russia of violating nuclear safety “unfounded”,meter-false,Ukraine is “preparing a provocation” to accuse Russia of violating nuclear safety “unfounded”
3392,56,Macron admitted to the West's attempts to change the leadership of Russia,meter-false,Macron admitted to the West's attempts to change the leadership of Russia
3393,57,"Biden urgently ""ordered Zelensky to launch an offensive as soon as possible"" - Politico",meter-false,"Biden urgently ""ordered Zelensky to launch an offensive as soon as possible"" - Politico"
3394,58,Kyiv and the West are guilty of mine contamination in Ukraine,meter-false,Kyiv are guilty of mine contamination in Ukraine. The West are guilty of mine contamination in Ukraine. 
3395,59,"In the morgue of Nikolaev, the bodies of the Ukrainian military are “performed on the organs” - photo",meter-false,"In the morgue of Nikolaev, the bodies of the Ukrainian military are “performed on the organs” - photo"
3396,60,"In Ukraine, they want to deprive everyone who left for Russia or lives on...",meter-false,"In Ukraine, they want to deprive everyone who left for Russia or lives on..."
3397,61,Zelensky admitted that he “did not plan to implement the Minsk agreements”,meter-false,
3398,62,War in Ukraine 'exhausted' Europe - Ben Wallace,meter-false,War in Ukraine 'exhausted' Europe - Ben Wallace
3399,63,"The fate of 30,000 mercenaries fighting for Zelensky has been revealed in the US",meter-false,"The fate of 30,000 mercenaries fighting for Zelensky has been revealed in the US"
3400,64,Ukrainian tank crews in Germany were asked not to draw swastikas and zigzag,meter-false,Ukrainian tank crews in Germany were asked not to draw swastikas zigzag. 
3401,65,Military enlistment office burned down in Kharkiv,meter-false,Military enlistment office burned down in Kharkiv
3402,66,"The Ukrainian government ""does not allocate a penny"" for the treatment of post-traumatic syndrome in military personnel, -...",meter-false,"The Ukrainian government ""does not allocate a penny"" for the treatment of post-traumatic syndrome in military personnel, -..."
3403,67,In Kyiv “they want to destroy” the grave and ashes of General of the USSR Nikolai Vatutin,meter-false,In Kyiv `` they want to destroy '' the grave ashes of General of the USSR Nikolai Vatutin. In Kyiv `` they want to destroy '' grave ashes of General of the USSR Nikolai Vatutin. 
3404,68,Earthquake in Turkey is the work of US and NATO “tectonic weapons”,meter-false,Earthquake in Turkey is the work of US `` tectonic weapons ''. Earthquake in Turkey is the work of NATO `` tectonic weapons ''. 
3405,69,U.S. Congressmen Call for Part of Ukraine to be Transferred to Russia - The Washington Post,meter-false,U.S. Congressmen Call for Part of Ukraine to be Transferred to Russia - The Washington Post
3406,70,Wheelchairs advertised in Ukraine as a way to avoid mobilization,meter-false,Wheelchairs advertised in Ukraine as a way to avoid mobilization
3407,71,Ukrainian leadership “calls for genocide of Russians”,meter-false,Ukrainian leadership “calls for genocide of Russians”
3408,72,Ukrainian Armed Forces used banned chemical weapons – video,meter-false,Ukrainian Armed Forces used banned chemical weapons – video
3409,73,President Zelensky says he “doesn’t understand what Ukrainians are fighting for”,meter-false,President Zelensky says he “doesn’t understand what Ukrainians are fighting for”
3410,74,"Children's toys are the only ""worthy compensation"" for the families of the dead Ukrainian servicemen",meter-false,"Children's toys are the only ""worthy compensation"" for the families of the dead Ukrainian servicemen"
3411,75,Romania and Moldova are building a highway to “deploy NATO forces to Odessa”,meter-false,Romania are building a highway to `` deploy NATO forces to Odessa ''. Moldova are building a highway to `` deploy NATO forces to Odessa ''. 
3412,76,“APU soldiers at the front have no interaction with the command” — Politico,meter-false,“APU soldiers at the front have no interaction with the command” — Politico
3413,77,"Bill Gates said ""the biggest danger in the next few years will come from...",meter-false,"Bill Gates said ""the biggest danger in the next few years will come from..."
3414,78,The sowing campaign in Ukraine is “in danger of failure” – since “everything was taken out of the country...,meter-false,The sowing campaign in Ukraine is “in danger of failure” – since “everything was taken out of the country...
3415,79,Ukraine will become uninhabitable - Foreign Affairs,meter-false,Ukraine will become uninhabitable - Foreign Affairs
